carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
68,1,59,67,1.0,1,1,1.0,0,5,779413.0,1.0,2016.0,1.2,6.0,1,1.6054298910365616,1.1631508098056809,1.0,2021,4,10,2018,1,1,2018,3,1,0.0
72,12,43,47,12.84,6,5,1.0,1,5,779415.0,2.0,2016.0,1.5,11.0,1,2.300583090323373,1.824549292051046,1.0,2021,7,15,2016,9,1,2016,10,18,0.0
76,11,63,74,12.2,5,1,2.0,2,5,779412.0,2.0,2011.0,2.0,2.0,1,3.63705970538414,2.0592388343623163,1.0,2021,4,23,2011,4,1,2011,5,17,0.0
79,12,21,77,10.26,2,3,2.0,1,5,779415.0,2.0,2008.0,1.5,21.0,1,2.637627736805664,1.4350845252893227,1.0,2021,7,7,2008,6,1,2008,10,20,0.0
85,23,68,83,5.81,1,5,1.0,0,5,779419.0,2.0,2018.0,1.6,3.0,1,2.2502386126218363,1.7749523509116738,1.0,2021,7,29,2018,6,1,2018,11,15,0.0
89,26,72,87,3.42,1,1,1.0,0,5,779413.0,1.0,2018.0,1.5,12.0,1,2.6304489550786583,1.9387416595767009,1.0,2021,4,12,2018,7,1,2019,11,5,0.0
114,9,89,110,15.42,2,1,2.0,2,5,779413.0,1.0,2009.0,2.0,6.0,1,2.300583090323373,0.9162907318741551,1.0,2021,7,11,2009,11,1,2010,1,15,0.0
125,28,100,121,10.5,1,3,2.0,1,5,779419.0,2.0,2014.0,2.0,3.0,1,3.1036894150590832,1.9878743481543455,1.0,2021,7,8,2014,1,1,2014,2,10,0.0
133,40,105,129,14.66,1,1,2.0,3,5,779416.0,2.0,2006.0,2.7,4.0,1,3.5524868292083815,1.3837912309017721,1.0,2021,6,28,2008,3,1,2009,3,27,0.0
138,43,110,134,0.82,1,1,2.0,0,5,779417.0,2.0,2015.0,1.4,16.0,1,2.6304489550786583,1.6272778305624314,1.0,2021,6,18,2016,8,1,2017,6,26,0.0
145,7,115,141,19.96,5,1,2.0,0,5,779415.0,2.0,2007.0,1.6,6.0,1,2.259677591982769,0.6931471805599453,1.0,2021,5,6,2007,10,1,2007,11,13,0.0
174,32,123,169,8.65,3,5,2.0,1,5,779415.0,2.0,2009.0,1.0,6.0,1,1.7900914121273581,0.5007752879124893,1.0,2021,6,9,2010,5,1,2010,6,3,0.0
175,7,113,170,7.65,2,1,4.0,0,5,779415.0,2.0,2019.0,1.6,11.0,1,2.4731713935695794,2.2407096892759584,1.0,2021,4,20,2019,12,1,2020,1,8,0.0
188,20,141,182,14.08,2,3,2.0,0,7,779412.0,3.0,2014.0,3.0,15.0,1,4.707726774313183,3.838591727342263,1.0,2021,5,7,2014,10,1,2015,2,11,1.0
192,28,145,186,27.92,5,2,2.0,0,5,779419.0,3.0,2012.0,2.2,3.0,3,3.1978564576441255,1.7227665977411035,1.0,2021,7,30,2012,5,1,2012,8,20,0.0
199,8,101,193,7.51,5,1,2.0,0,5,779412.0,2.0,2012.0,1.8,16.0,1,3.1896529661912973,2.2192034840549946,1.0,2021,5,11,2012,4,1,2012,8,3,0.0
203,47,150,197,11.52,5,1,2.0,0,5,779414.0,2.0,2011.0,1.6,17.0,1,2.5556757206762075,1.0260415958332743,1.0,2021,7,30,2010,8,1,2010,8,31,0.0
205,9,151,199,1.85,1,3,2.0,0,5,779413.0,1.0,2016.0,1.5,6.0,1,2.065596134857783,1.33500106673234,1.0,2021,7,5,2016,3,1,2016,3,24,0.0
221,50,164,215,8.23,5,1,2.0,1,5,779415.0,3.0,2010.0,2.0,11.0,1,3.3134584673541485,2.2512917986064953,1.0,2021,7,4,2009,8,1,2009,9,29,0.0
224,12,99,218,17.29,3,1,1.0,1,5,779415.0,2.0,2015.0,1.8,11.0,1,2.8495497633759097,2.2407096892759584,1.0,2021,7,7,2016,8,1,2016,11,1,0.0
235,11,168,228,6.15,3,1,2.0,0,4,779412.0,3.0,2012.0,1.4,16.0,1,3.2573270112424533,2.0918640616783932,1.0,2021,6,30,2013,6,1,2013,9,25,0.0
239,39,96,232,6.75,4,2,1.0,0,7,779413.0,1.0,2017.0,1.5,13.0,1,2.387844936944869,1.5432981099295553,1.0,2021,6,8,2017,12,1,2018,3,6,0.0
257,34,76,249,8.21,6,2,1.0,0,5,779413.0,1.0,2016.0,1.6,12.0,1,2.1849270495258133,1.2809338454620642,1.0,2021,7,10,2016,9,1,2016,11,3,0.0
258,23,55,63,3.88,1,3,1.0,0,5,779419.0,2.0,2016.0,1.6,3.0,1,2.563409711275944,2.0769384114617173,1.0,2021,5,20,2017,10,1,2017,11,10,0.0
260,22,178,251,4.71,7,1,2.0,0,5,779413.0,1.0,2011.0,1.3,1.0,1,2.1598687907924505,1.0784095813505903,1.0,2021,7,1,2012,6,1,2013,2,5,0.0
281,18,33,272,15.18,1,1,1.0,0,5,779412.0,2.0,2015.0,2.0,13.0,1,3.582963228522387,2.785011242238338,1.0,2021,5,19,2015,5,1,2015,6,1,0.0
284,40,105,275,14.6,5,1,3.0,0,5,779416.0,2.0,2006.0,3.5,21.0,1,3.7013019741124933,1.3837912309017721,1.0,2021,6,30,2006,12,1,2007,1,15,0.0
285,28,100,276,13.11,1,1,2.0,0,5,779419.0,2.0,2015.0,2.0,3.0,1,2.932792473780117,1.9878743481543455,1.0,2021,5,18,2014,12,1,2014,12,24,0.0
286,8,11,277,5.27,6,1,2.0,1,5,779412.0,2.0,2013.0,1.8,16.0,1,3.2180755046974316,2.2874714551839976,1.0,2021,5,27,2013,2,1,2013,3,14,0.0
297,3,194,287,14.8,6,2,2.0,0,5,779416.0,2.0,2011.0,1.3,6.0,1,2.196112848483529,0.5306282510621704,1.0,2021,7,6,2011,5,1,2012,2,2,0.0
302,7,113,284,7.66,5,3,2.0,0,5,779415.0,2.0,2014.0,1.6,11.0,1,2.6932749155200555,1.7783364488959144,1.0,2021,6,30,2014,12,1,2015,9,18,0.0
305,3,140,181,5.67,1,2,1.0,0,5,779416.0,2.0,2017.0,1.5,3.0,1,2.4664031782234406,1.9315214116032138,1.0,2021,5,16,2018,5,1,2018,8,7,0.0
307,33,104,294,2.09,1,1,2.0,0,5,779414.0,2.0,2015.0,1.6,3.0,1,3.138533072185662,2.0980179272527715,1.0,2021,7,26,2015,7,1,2015,8,4,0.0
308,25,122,295,18.4,2,3,2.0,0,5,779413.0,1.0,2014.0,1.4,6.0,1,1.8855533485144158,0.832909122935104,1.0,2021,4,11,2014,1,1,2014,4,10,0.0
312,44,201,299,2.88,6,2,1.0,0,5,779416.0,2.0,2017.0,1.4,16.0,1,2.9433857931817817,2.405141681319138,1.0,2021,5,31,2018,3,1,2018,6,26,0.0
323,56,206,309,8.66,9,3,2.0,0,5,779413.0,1.0,2009.0,3.2,6.0,3,2.0515563381903004,0.3506568716131694,1.0,2021,6,30,2012,1,1,2012,6,8,0.0
324,25,41,310,10.07,1,3,2.0,0,5,779413.0,1.0,2014.0,2.0,12.0,1,2.5478814489493886,1.536867219599265,1.0,2021,5,12,2015,4,1,2015,7,6,0.0
353,2,82,335,10.79,2,1,2.0,0,5,779415.0,2.0,2008.0,2.4,21.0,1,3.164630810015805,1.9473377010464987,1.0,2021,5,31,2009,5,1,2009,7,21,0.0
379,8,14,358,8.67,1,3,2.0,1,5,779412.0,2.0,2012.0,1.6,3.0,1,2.77757626375082,1.840549633397487,1.0,2021,5,25,2012,8,1,2012,10,29,0.0
382,52,231,361,3.18,6,1,1.0,0,5,779413.0,1.0,2017.0,1.8,23.0,1,2.637627736805664,1.8779371654691073,1.0,2021,6,12,2017,12,1,2018,1,8,0.0
396,3,194,375,8.77,5,1,2.0,2,5,779416.0,2.0,2010.0,1.5,17.0,1,2.432735777459091,1.0986122886681098,1.0,2021,5,6,2010,10,1,2010,11,17,0.0
397,12,92,196,2.09,1,3,4.0,0,5,779415.0,2.0,2018.0,1.5,11.0,1,2.9947317732204075,2.847812143477369,1.0,2021,6,19,2019,8,1,2019,9,19,0.0
407,62,242,385,7.2,2,5,2.0,0,5,779413.0,1.0,2012.0,1.6,6.0,1,2.300583090323373,0.832909122935104,1.0,2021,7,24,2014,1,1,2014,4,30,0.0
410,18,243,388,10.76,2,1,5.0,2,5,779412.0,2.0,2006.0,3.0,21.0,1,4.421247347827163,1.824549292051046,1.0,2021,6,26,2005,1,1,2006,9,3,0.0
413,34,245,391,9.71,4,2,1.0,0,5,779413.0,1.0,2015.0,1.5,11.0,1,2.3960754360813845,1.3812818192963463,1.0,2021,7,30,2015,3,1,2015,5,28,0.0
421,12,237,397,3.23,1,3,2.0,0,5,779415.0,2.0,2013.0,1.8,22.0,1,2.7713379403381286,2.2192034840549946,1.0,2021,6,30,2014,7,1,2014,8,26,0.0
422,7,166,398,8.0,1,1,1.0,1,5,779415.0,2.0,2016.0,2.0,11.0,1,2.9745086371023644,2.4423470353692043,1.0,2021,6,25,2016,8,1,2016,11,9,0.0
427,44,249,403,2.28,2,1,1.0,1,5,779416.0,2.0,2016.0,2.4,19.0,1,3.2950958507796098,2.4553061800117097,1.0,2021,7,4,2016,5,1,2016,6,23,0.0
429,65,251,405,3.46,4,5,1.0,0,5,779412.0,2.0,2015.0,1.5,6.0,1,2.0399207835175526,0.6931471805599453,1.0,2021,7,25,2014,12,1,2015,6,8,0.0
430,6,20,406,3.58,1,3,1.0,0,5,779413.0,1.0,2018.0,1.4,10.0,1,2.4832385926873033,2.0515563381903004,1.0,2021,5,16,2018,9,1,2018,11,1,0.0
437,18,33,413,14.0,1,2,3.0,2,5,779412.0,2.0,2008.0,2.0,3.0,1,3.462606009790799,1.5432981099295553,1.0,2021,7,10,2008,7,1,2008,10,7,0.0
443,2,2,419,16.42,5,5,3.0,0,5,779415.0,2.0,2007.0,1.8,4.0,1,2.8021475244813256,1.2237754316221157,1.0,2021,7,29,2007,10,1,2007,11,19,0.0
452,66,256,428,10.0,2,3,1.0,0,5,779416.0,2.0,2018.0,2.0,3.0,1,3.433664571799657,2.9231615807191558,1.0,2021,5,28,2018,4,1,2018,5,28,0.0
458,12,259,432,4.34,1,1,1.0,0,5,779415.0,1.0,2017.0,1.5,11.0,1,2.6864860231863696,2.265921108622454,1.0,2021,5,18,2017,7,1,2017,9,1,0.0
469,23,68,441,14.65,2,1,2.0,0,5,779419.0,2.0,2011.0,1.6,4.0,1,2.5710843460290524,1.547562508716013,1.0,2021,7,3,2012,9,1,2012,9,24,0.0
471,15,22,443,4.57,1,2,1.0,0,5,779413.0,1.0,2018.0,1.3,16.0,1,2.449279472144849,1.9851308622085946,1.0,2021,7,10,2018,8,1,2018,9,25,0.0
474,1,263,446,11.52,6,2,2.0,0,5,779413.0,1.0,2017.0,1.8,6.0,1,2.1724764076470255,0.9555114450274363,1.0,2021,6,7,2013,4,1,2013,9,29,0.0
481,10,266,453,18.58,2,5,3.0,1,5,779413.0,1.0,2007.0,1.6,6.0,1,2.0769384114617173,0.1397619423751587,1.0,2021,7,17,2009,3,1,2009,4,2,0.0
490,12,237,462,10.31,1,1,1.0,0,5,779415.0,2.0,2016.0,1.8,22.0,1,2.8201877010390604,2.0794415416798357,1.0,2021,7,28,2016,3,1,2016,4,28,0.0
498,12,275,470,2.06,3,1,1.0,1,7,779415.0,2.0,2018.0,2.4,11.0,1,3.2573270112424533,3.139832617527748,1.0,2021,6,14,2018,8,1,2018,11,7,0.0
502,8,163,474,29.76,5,1,2.0,0,5,779412.0,2.0,2008.0,1.8,3.0,1,3.004692014925463,1.4906543764441333,1.0,2021,5,21,2009,10,1,2010,1,27,0.0
516,3,133,487,15.69,4,1,2.0,0,5,779416.0,2.0,2013.0,2.0,3.0,1,3.147594622863237,1.9740810260220096,1.0,2021,7,15,2013,8,1,2013,11,12,0.0
518,13,18,489,8.79,1,1,2.0,0,5,779416.0,2.0,2013.0,1.6,3.0,1,2.6665335208992764,1.4816045409242156,1.0,2021,7,10,2013,9,1,2013,10,28,0.0
523,8,135,493,4.43,7,3,1.0,0,5,779412.0,2.0,2014.0,1.6,3.0,1,2.548663615590751,1.9600947840472698,1.0,2021,6,22,2014,10,1,2014,12,8,0.0
524,27,220,494,5.55,1,1,1.0,1,5,779411.0,2.0,2018.0,2.0,19.0,1,3.7252113833613265,3.1135153092103742,1.0,2021,7,15,2018,6,1,2018,8,7,0.0
527,12,240,496,13.86,5,5,2.0,0,5,779415.0,2.0,2008.0,1.5,6.0,1,2.457877977400081,1.1151415906193203,1.0,2021,7,17,2009,12,1,2010,1,4,0.0
532,7,113,501,10.57,5,3,3.0,1,5,779415.0,2.0,2009.0,1.6,4.0,1,2.7459880404426023,1.4036429994545037,1.0,2021,7,1,2009,8,1,2009,9,15,0.0
557,7,113,523,5.43,5,1,1.0,0,5,779415.0,2.0,2019.0,1.6,11.0,1,2.551786178627545,2.1162555148025524,1.0,2021,5,19,2019,1,1,2019,3,4,0.0
560,12,240,526,18.94,5,2,2.0,0,5,779415.0,2.0,2012.0,1.5,6.0,1,2.300583090323373,1.1631508098056809,1.0,2021,5,30,2012,4,1,2012,8,21,0.0
607,5,159,565,5.78,1,1,1.0,0,5,779416.0,2.0,2016.0,1.5,3.0,1,2.6166656393003573,1.827769906751088,1.0,2021,7,26,2016,7,1,2016,8,25,0.0
609,23,270,567,3.35,6,1,1.0,0,5,779419.0,2.0,2015.0,2.0,3.0,1,2.9274534328006965,2.0980179272527715,1.0,2021,6,9,2014,12,1,2015,2,11,0.0
614,3,261,572,2.9,1,1,1.0,0,5,779412.0,2.0,2017.0,1.5,3.0,1,3.043569602968151,2.0014800002101243,1.0,2021,6,15,2017,6,1,2017,9,19,0.0
622,9,111,580,1.45,1,1,1.0,0,5,779413.0,1.0,2018.0,1.5,12.0,1,2.424802725718295,1.916922612182061,1.0,2021,7,2,2019,11,1,2019,11,15,0.0
624,2,2,582,4.47,1,1,1.0,0,5,779415.0,2.0,2019.0,1.8,25.0,2,2.733067964077498,2.519308076505333,1.0,2021,7,20,2020,1,1,2020,3,17,0.0
625,23,68,583,14.97,2,1,2.0,1,5,779419.0,2.0,2008.0,1.6,6.0,1,2.4832385926873033,0.5877866649021191,1.0,2021,7,17,2009,5,1,2009,7,8,0.0
639,18,136,595,4.31,1,1,1.0,0,5,779412.0,2.0,2015.0,2.0,13.0,1,3.3843902633457743,2.72785282839839,1.0,2021,6,8,2015,11,1,2016,3,23,0.0
651,13,222,606,1.66,1,3,4.0,0,5,779416.0,2.0,2020.0,1.0,3.0,1,2.3693087250369538,1.922787731634459,1.0,2021,7,14,2019,5,1,2020,3,24,0.0
652,25,41,310,13.02,1,2,2.0,1,5,779413.0,1.0,2014.0,2.0,12.0,1,2.5478814489493886,1.5040773967762742,1.0,2021,7,5,2014,12,1,2015,1,29,0.0
653,10,311,607,8.05,6,3,1.0,1,5,779412.0,2.0,2016.0,2.0,20.0,1,2.532902848056256,1.7337595249300664,1.0,2021,5,5,2016,1,1,2016,4,21,0.0
655,6,216,609,2.4,1,2,1.0,0,5,779413.0,1.0,2018.0,1.5,6.0,1,1.944480556245719,1.4350845252893227,1.0,2021,5,6,2018,1,1,2018,2,7,0.0
660,8,208,613,9.62,1,5,2.0,0,5,779412.0,2.0,2016.0,1.4,16.0,1,2.8027541365715076,2.1972245773362196,1.0,2021,7,19,2016,1,1,2016,6,2,0.0
663,38,278,616,2.01,1,1,1.0,0,5,779421.0,2.0,2018.0,1.4,16.0,1,2.8326249356838407,2.1972245773362196,1.0,2021,4,15,2017,11,1,2017,12,14,0.0
664,7,7,617,9.51,1,3,2.0,2,5,779415.0,2.0,2012.0,2.0,5.0,1,2.8610573702273894,1.814824742159051,1.0,2021,4,30,2013,4,1,2013,7,2,0.0
665,5,90,618,8.55,5,1,2.0,0,5,779416.0,2.0,2013.0,2.0,3.0,1,3.433664571799657,2.3702437414678603,1.0,2021,7,26,2013,12,1,2014,1,23,0.0
672,23,154,624,8.24,1,1,2.0,0,5,779419.0,2.0,2012.0,1.6,3.0,1,2.5321082512722946,1.9021075263969205,1.0,2021,6,15,2014,12,1,2015,1,5,0.0
676,8,11,628,18.34,2,3,2.0,0,5,779412.0,2.0,2011.0,2.0,23.0,1,3.2763897310688073,1.8625285401162623,1.0,2021,5,8,2012,3,1,2012,8,3,0.0
685,8,14,636,9.93,5,1,2.0,0,5,779412.0,2.0,2006.0,2.0,3.0,1,2.8892600290434745,1.205970806988609,1.0,2021,7,1,2007,12,1,2008,2,15,0.0
703,17,213,651,9.89,5,3,2.0,1,5,779413.0,1.0,2013.0,1.5,6.0,4,2.038619547159581,0.4700036292457356,1.0,2021,7,1,2012,6,1,2012,11,7,0.0
704,44,319,652,8.52,2,3,2.0,1,5,779416.0,3.0,2014.0,3.6,13.0,1,4.22814675151123,3.0204248861443626,1.0,2021,6,2,2014,5,1,2015,2,13,0.0
711,5,159,658,0.86,1,3,4.0,0,5,779416.0,2.0,2021.0,1.5,3.0,1,2.5641798306825083,2.1016921506146558,1.0,2021,4,30,2020,5,1,2020,6,11,0.0
713,7,7,659,8.78,4,3,2.0,0,5,779415.0,2.0,2011.0,1.6,6.0,1,2.7067159780890733,1.5432981099295553,1.0,2021,6,6,2011,8,1,2011,10,17,0.0
714,38,278,660,7.99,1,3,2.0,0,5,779421.0,2.0,2015.0,1.6,3.0,1,2.7843937676895436,1.9685099809725544,1.0,2021,6,20,2015,5,1,2015,7,29,0.0
715,20,323,661,15.54,1,1,2.0,0,5,779412.0,3.0,2013.0,1.6,7.0,1,3.265759410767051,2.2159372862683733,1.0,2021,7,1,2013,3,1,2013,7,18,0.0
720,12,53,666,4.02,1,1,1.0,0,5,779415.0,2.0,2017.0,1.5,11.0,1,3.062455905596899,2.8094026953624978,1.0,2021,5,28,2017,11,1,2017,12,15,0.0
727,16,64,671,5.05,4,1,1.0,0,5,779415.0,3.0,2015.0,2.0,3.0,1,2.9997242948235283,2.2300144001592104,1.0,2021,6,27,2015,7,1,2015,9,24,0.0
732,5,90,676,14.74,2,1,2.0,1,5,779416.0,2.0,2007.0,2.4,17.0,1,3.2573270112424533,0.8109302162163288,1.0,2021,5,17,2007,5,1,2007,8,7,0.0
736,16,290,680,15.04,4,1,2.0,0,5,779415.0,2.0,2011.0,2.0,21.0,1,2.9433857931817817,1.5871923034867808,1.0,2021,5,25,2011,8,1,2011,9,27,0.0
738,47,326,682,6.33,1,2,1.0,0,5,779414.0,2.0,2015.0,1.6,17.0,1,2.6932749155200555,1.840549633397487,1.0,2021,5,2,2016,5,1,2016,6,14,0.0
744,8,298,688,3.78,3,1,1.0,0,4,779412.0,3.0,2017.0,1.2,16.0,1,3.0243197304059035,2.6741486494265287,1.0,2021,7,3,2017,5,1,2017,8,28,0.0
756,20,334,700,10.25,1,1,2.0,0,5,779412.0,3.0,2013.0,5.5,15.0,1,5.441551534633945,4.853903508301298,1.0,2021,7,4,2014,1,1,2014,4,30,2.0
757,18,102,701,4.9,1,1,3.0,0,5,779412.0,3.0,2006.0,2.0,12.0,1,3.4307561839036995,1.0577902941478545,1.0,2021,7,18,2007,4,1,2007,7,19,0.0
762,47,150,706,14.0,4,1,2.0,0,5,779414.0,2.0,2009.0,1.6,6.0,1,2.474856313934499,0.6418538861723948,1.0,2021,7,30,2010,4,1,2010,4,20,0.0
773,8,101,716,6.05,2,1,1.0,0,5,779412.0,2.0,2017.0,1.8,7.0,1,3.1982648709640764,2.785011242238338,1.0,2021,7,25,2017,5,1,2017,6,12,0.0
776,18,175,719,9.27,5,1,2.0,0,5,779412.0,2.0,2012.0,2.5,13.0,1,3.849296175519841,2.8553201198372458,1.0,2021,6,27,2012,8,1,2012,9,24,0.0
780,79,337,722,2.4,2,3,1.0,1,7,779413.0,1.0,2017.0,1.5,3.0,1,2.4672517145492794,1.7884205679625405,1.0,2021,6,30,2018,5,1,2019,2,25,0.0
781,30,61,723,4.81,1,1,1.0,0,5,779418.0,2.0,2017.0,2.0,3.0,1,3.4654233539614268,2.89591193827178,1.0,2021,6,20,2017,6,1,2017,8,24,0.0
788,47,333,729,7.25,3,3,3.0,1,5,779414.0,2.0,2005.0,1.6,6.0,1,2.300583090323373,0.37156355643248307,1.0,2021,6,20,2007,10,1,2008,2,15,0.0
789,7,113,730,2.88,2,3,1.0,0,5,779415.0,2.0,2018.0,1.6,6.0,1,2.3960754360813845,1.9095425048844386,1.0,2021,5,24,2018,12,1,2019,1,11,0.0
793,26,200,734,9.61,4,1,2.0,1,5,779413.0,1.0,2013.0,1.5,4.0,1,2.482403519569882,1.0986122886681098,1.0,2021,6,10,2013,3,1,2013,8,9,0.0
798,8,101,737,25.81,2,3,2.0,0,5,779412.0,2.0,2017.0,1.8,7.0,1,3.1350593387750902,2.2512917986064953,1.0,2021,6,29,2017,2,1,2017,5,9,0.0
802,1,167,740,10.98,1,3,1.0,0,7,779413.0,1.0,2016.0,1.5,6.0,1,2.012232791986386,1.5085119938441398,1.0,2021,6,17,2016,3,1,2016,5,25,0.0
805,50,180,259,6.13,1,1,2.0,1,5,779415.0,3.0,2013.0,2.5,5.0,1,3.426865128410733,2.468099531471619,1.0,2021,7,6,2013,5,1,2013,7,4,0.0
821,18,175,755,12.47,3,3,3.0,6,5,779412.0,2.0,2008.0,2.5,3.0,1,4.151984341668515,1.8562979903656263,1.0,2021,5,16,2008,10,1,2009,6,15,0.0
822,8,32,553,3.51,5,1,1.0,0,7,779412.0,2.0,2017.0,2.0,7.0,1,3.6346872250305093,3.258096538021482,1.0,2021,7,29,2017,3,1,2017,6,27,0.0
827,6,216,609,2.11,1,2,1.0,0,5,779413.0,1.0,2018.0,1.5,6.0,1,1.944480556245719,1.430311246536665,1.0,2021,6,20,2018,4,1,2018,6,20,0.0
850,15,126,775,4.21,2,3,1.0,0,7,779413.0,1.0,2017.0,2.0,3.0,1,3.043569602968151,2.6461747973841225,1.0,2021,5,11,2018,4,1,2018,5,25,0.0
856,3,210,780,7.47,2,1,2.0,0,5,779416.0,2.0,2010.0,2.3,3.0,1,2.9433857931817817,1.252762968495368,1.0,2021,7,30,2010,6,1,2010,8,31,0.0
866,30,61,787,8.96,1,2,2.0,1,5,779418.0,2.0,2014.0,2.0,3.0,1,3.5406694269487495,2.519308076505333,1.0,2021,6,8,2014,5,1,2014,7,21,0.0
875,8,258,430,10.16,1,1,1.0,0,5,779412.0,2.0,2018.0,1.4,16.0,1,2.7466296830696852,2.2192034840549946,1.0,2021,7,3,2018,11,1,2019,6,20,0.0
878,12,53,796,12.78,5,3,2.0,1,5,779415.0,2.0,2010.0,2.0,22.0,1,3.0339909856710814,1.9430489167742813,1.0,2021,4,17,2011,10,1,2011,10,21,0.0
884,2,236,374,3.48,1,3,1.0,0,5,779415.0,2.0,2017.0,1.5,11.0,1,2.259677591982769,2.018895041811802,1.0,2021,5,10,2018,1,1,2018,2,11,0.0
897,8,16,811,9.17,1,1,2.0,0,5,779412.0,2.0,2013.0,1.6,3.0,1,2.626840145676667,1.7578579175523736,1.0,2021,4,21,2013,6,1,2013,7,30,0.0
916,8,219,828,8.34,1,3,1.0,0,5,779412.0,2.0,2013.0,1.6,3.0,1,2.6939512767227085,1.864080130807681,1.0,2021,7,7,2015,3,1,2015,5,20,0.0
920,8,219,831,3.72,1,3,1.0,0,5,779412.0,2.0,2017.0,1.6,3.0,1,2.556451816951096,2.132982308607866,1.0,2021,7,15,2018,11,1,2018,12,15,0.0
949,26,370,858,9.7,1,3,2.0,0,5,779413.0,1.0,2011.0,1.8,3.0,1,3.130263166511597,1.4770487243883548,1.0,2021,5,14,2011,9,1,2011,10,13,0.0
950,19,371,859,9.12,1,1,2.0,0,5,779413.0,1.0,2012.0,1.5,6.0,1,2.052840859882657,1.144222799920162,1.0,2021,7,25,2013,9,1,2013,9,24,0.0
956,12,92,863,7.34,2,1,1.0,0,5,779415.0,2.0,2015.0,2.0,11.0,1,2.9433857931817817,2.772588722239781,1.0,2021,6,14,2015,11,1,2016,3,21,0.0
964,33,104,128,16.04,6,3,2.0,1,5,779414.0,2.0,2013.0,1.6,3.0,1,3.112181086197238,1.6094379124341003,1.0,2021,5,20,2014,7,1,2014,8,12,0.0
970,5,90,875,9.21,2,1,1.0,1,5,779416.0,2.0,2016.0,2.0,3.0,1,3.4333418349887226,2.6946271807700692,1.0,2021,7,23,2016,11,1,2017,1,3,0.0
988,11,238,891,6.73,2,1,2.0,1,5,779412.0,2.0,2013.0,2.0,13.0,1,3.8956903508072482,2.8622008809294686,1.0,2021,6,8,2013,6,1,2013,7,2,0.0
996,8,14,894,6.49,5,3,2.0,0,5,779412.0,2.0,2014.0,1.6,3.0,1,2.77757626375082,1.814824742159051,1.0,2021,7,11,2013,8,1,2013,9,22,0.0
1006,23,270,901,4.35,5,1,2.0,0,5,779419.0,2.0,2010.0,2.0,3.0,1,3.0243197304059035,1.8718021769015913,1.0,2021,7,6,2012,3,1,2012,4,17,0.0
1007,15,65,902,13.76,2,3,2.0,0,5,779413.0,1.0,2013.0,1.8,21.0,1,2.911263116927541,1.5040773967762742,1.0,2021,4,21,2013,2,1,2013,3,20,0.0
1011,51,239,906,1.62,3,1,1.0,0,5,779412.0,2.0,2019.0,2.4,6.0,1,2.300583090323373,1.9021075263969205,1.0,2021,5,18,2019,3,1,2019,5,23,0.0
1015,2,130,909,18.2,2,2,3.0,2,5,779415.0,2.0,2007.0,1.6,6.0,1,2.474856313934499,0.8754687373538999,1.0,2021,7,29,2008,10,1,2008,12,2,0.0
