carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
579,9,111,540,2.37,1,3,2.0,0,5,779413.0,1.0,2015.0,1.5,12.0,1,2.5937610547000824,1.8050046959780757,2.0,2021,4,15,2016,8,1,2016,10,10,0.0
589,5,296,550,3.58,4,2,1.0,0,5,779416.0,2.0,2019.0,1.5,3.0,1,2.8027541365715076,2.149433913499871,2.0,2021,7,24,2018,9,1,2019,1,31,0.0
592,20,118,250,4.97,4,1,1.0,0,5,779412.0,2.0,2016.0,2.0,19.0,1,3.703768066607687,3.295836866004329,2.0,2021,6,18,2016,8,1,2016,9,13,1.0
602,8,101,560,6.61,2,1,2.0,0,5,779412.0,2.0,2013.0,1.8,16.0,1,3.1896529661912973,2.2669579153508947,2.0,2021,3,31,2013,4,1,2013,5,9,0.0
617,20,153,575,3.15,4,1,1.0,0,5,779412.0,3.0,2017.0,1.6,7.0,1,3.374168709274236,2.6946271807700692,2.0,2021,7,6,2017,8,1,2017,11,24,0.0
670,3,137,622,0.08,4,1,2.0,0,5,779416.0,2.0,2011.0,1.8,17.0,1,2.6232182655855123,1.7316555451583497,2.0,2021,6,19,2011,6,1,2011,7,7,0.0
702,9,151,650,3.41,1,3,1.0,0,5,779413.0,1.0,2017.0,1.5,28.0,1,1.986503546020567,1.5644405465033644,2.0,2021,7,15,2017,3,1,2017,4,1,0.0
719,5,5,665,17.39,2,1,2.0,0,5,779416.0,2.0,2013.0,1.5,6.0,1,2.3693087250369538,1.0784095813505903,2.0,2021,5,22,2013,8,1,2013,9,16,0.0
759,50,180,703,9.3,2,1,2.0,0,5,779415.0,3.0,2010.0,2.5,17.0,1,3.331489969237335,1.9810014688665833,2.0,2021,6,16,2010,3,1,2010,5,5,0.0
760,18,289,704,4.24,1,1,2.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,4.039536325727106,2.8831233291713367,2.0,2021,7,15,2012,10,1,2013,1,18,0.0
765,3,133,709,2.12,1,3,1.0,0,5,779416.0,2.0,2013.0,2.0,3.0,1,3.0577676644734435,2.388762789235098,2.0,2021,5,7,2015,4,1,2015,5,8,0.0
772,7,182,715,14.14,6,3,2.0,0,5,779415.0,2.0,2011.0,1.5,6.0,1,2.2278615467981093,0.9516578757114464,2.0,2021,5,28,2011,5,1,2011,6,13,0.0
777,2,285,720,16.19,2,3,2.0,0,5,779415.0,2.0,2012.0,2.5,3.0,1,3.2100368762009963,2.4292177439274116,2.0,2021,6,23,2012,3,1,2012,5,8,0.0
808,14,340,745,11.48,3,1,2.0,0,5,779412.0,1.0,2016.0,1.5,6.0,1,2.300583090323373,1.332366019094335,2.0,2021,5,21,2016,2,1,2016,11,7,0.0
811,12,342,748,0.38,3,2,4.0,0,5,779415.0,2.0,2019.0,1.0,11.0,1,2.503891949699081,2.2512917986064953,2.0,2021,7,22,2020,10,1,2021,2,3,0.0
833,3,137,764,2.46,3,5,1.0,1,5,779416.0,2.0,2019.0,1.5,13.0,1,2.77757626375082,2.2925347571405443,2.0,2021,7,30,2019,6,1,2019,8,2,0.0
880,6,353,798,6.34,5,1,2.0,1,5,779413.0,1.0,2009.0,1.8,6.0,1,2.300583090323373,0.6931471805599453,2.0,2021,3,29,2010,1,1,2010,2,20,0.0
891,19,357,805,2.33,1,1,4.0,0,5,779413.0,1.0,2019.0,2.0,12.0,1,2.330200260027019,1.9459101490553132,2.0,2021,7,20,2019,8,1,2019,8,12,0.0
907,3,137,820,5.74,4,1,2.0,1,5,779416.0,2.0,2012.0,1.6,10.0,1,2.733717947850788,1.547562508716013,2.0,2021,6,15,2012,12,1,2013,1,29,0.0
910,57,226,822,5.77,6,2,1.0,0,5,779413.0,1.0,2015.0,1.6,6.0,1,2.2710944259026746,0.832909122935104,2.0,2021,6,22,2015,10,1,2015,12,18,0.0
924,7,113,835,12.06,1,1,2.0,0,5,779415.0,2.0,2007.0,2.0,11.0,1,2.922085733385692,1.4350845252893227,2.0,2021,6,30,2008,1,1,2008,2,2,0.0
930,2,363,839,3.37,4,2,4.0,0,5,779415.0,2.0,2018.0,2.0,30.0,1,2.8081971497071487,2.517696472610991,2.0,2021,7,24,2019,5,1,2019,7,15,0.0
948,18,175,857,1.96,1,3,4.0,1,5,779412.0,2.0,2020.0,2.0,13.0,1,3.864721732310133,3.7887247890836524,2.0,2021,3,23,2020,5,1,2020,7,1,1.0
953,23,270,460,9.74,6,1,2.0,0,5,779419.0,2.0,2012.0,2.0,3.0,1,3.1170645587215158,1.916922612182061,2.0,2021,7,30,2012,6,1,2012,6,18,0.0
954,20,372,862,7.91,5,1,1.0,2,5,779412.0,3.0,2016.0,1.6,7.0,1,3.391147045808654,2.8678989020441064,2.0,2021,7,26,2016,6,1,2016,10,20,0.0
975,18,243,880,8.31,2,1,2.0,1,5,779412.0,3.0,2013.0,3.0,13.0,1,4.547541073151455,3.044522437723423,2.0,2021,6,9,2012,3,1,2012,12,14,0.0
993,10,197,892,10.69,1,3,2.0,0,5,779413.0,1.0,2014.0,1.6,24.0,1,2.2396452932201716,1.308332819650179,2.0,2021,4,17,2014,7,1,2014,9,18,0.0
1043,12,21,77,10.26,2,3,2.0,1,5,779415.0,2.0,2008.0,1.5,21.0,1,2.637627736805664,1.3711807233098425,2.0,2021,6,18,2008,6,1,2008,10,20,0.0
1045,27,46,933,14.15,4,1,2.0,2,5,779411.0,3.0,2010.0,3.2,3.0,1,4.186619838331271,2.132982308607866,2.0,2021,6,8,2010,3,1,2010,5,20,0.0
1069,12,71,86,6.22,1,2,1.0,0,5,779415.0,2.0,2016.0,1.5,11.0,1,2.7073833121145063,2.4849066497880004,2.0,2021,6,12,2018,5,1,2018,6,26,0.0
1074,16,37,954,3.06,1,1,1.0,0,5,779415.0,2.0,2016.0,2.5,3.0,1,3.0096351787229825,2.468099531471619,2.0,2021,6,23,2016,6,1,2016,7,4,0.0
1080,23,401,959,4.71,1,3,2.0,0,5,779419.0,2.0,2016.0,1.4,3.0,1,2.280339484046726,1.8325814637483102,2.0,2021,5,17,2017,10,1,2018,3,13,0.0
1087,3,137,966,0.78,5,1,2.0,0,5,779416.0,2.0,2007.0,1.8,17.0,1,2.7067159780890733,0.8064758658669484,2.0,2021,5,22,2008,5,1,2008,6,18,0.0
1090,1,207,969,4.27,1,3,2.0,0,5,779413.0,1.0,2015.0,1.8,6.0,1,2.238579763018133,1.5325568680981427,2.0,2021,5,8,2015,11,1,2015,12,8,0.0
1105,7,166,333,19.61,2,2,2.0,1,5,779415.0,2.0,2008.0,2.5,5.0,1,3.1561489949598958,1.6094379124341003,2.0,2021,7,8,2009,6,1,2009,8,27,0.0
1125,8,14,999,12.78,5,1,2.0,1,5,779412.0,2.0,2012.0,1.4,16.0,1,2.8780742300857587,1.916922612182061,2.0,2021,7,21,2013,1,1,2013,3,7,0.0
1128,20,323,661,9.4,1,1,2.0,1,5,779412.0,3.0,2013.0,1.6,7.0,1,3.265759410767051,2.2512917986064953,2.0,2021,6,8,2013,3,1,2013,7,25,0.0
1151,8,219,1017,3.71,1,4,4.0,0,5,779412.0,2.0,2019.0,1.5,3.0,1,2.7073833121145063,2.2617630984737906,2.0,2021,7,26,2019,5,1,2019,8,30,0.0
1161,12,275,1023,4.89,1,1,1.0,0,7,779415.0,2.0,2017.0,2.4,11.0,1,3.3207101307494686,3.068052935133617,2.0,2021,7,22,2017,2,1,2017,3,14,0.0
1181,12,92,1040,8.78,2,1,2.0,0,5,779415.0,2.0,2010.0,2.0,22.0,1,3.0577676644734435,1.922787731634459,2.0,2021,6,13,2010,2,1,2010,3,16,0.0
1191,44,319,1048,2.78,2,3,1.0,0,5,779416.0,3.0,2016.0,3.6,13.0,1,4.248352374701448,3.520460802488973,2.0,2021,5,19,2017,3,1,2018,11,20,1.0
1201,2,2,1055,8.62,1,1,2.0,0,5,779415.0,2.0,2012.0,1.6,4.0,1,2.71336936257981,1.9459101490553132,2.0,2021,7,5,2013,1,1,2013,1,29,0.0
1225,8,83,1071,3.11,1,3,4.0,0,5,779412.0,2.0,2020.0,2.0,7.0,1,3.3666059368925363,3.0726933146901194,2.0,2021,5,29,2020,4,1,2020,5,7,0.0
1230,44,319,652,10.34,2,3,2.0,0,5,779416.0,3.0,2014.0,3.6,13.0,1,4.22814675151123,2.9970064614317216,2.0,2021,7,27,2014,11,1,2015,4,1,0.0
1236,36,420,1077,7.82,6,2,2.0,0,5,779413.0,1.0,2014.0,1.5,4.0,1,2.127040520479115,0.8960880245566356,2.0,2021,7,14,2014,5,1,2014,12,19,0.0
1243,6,265,1083,3.39,5,5,1.0,0,5,779413.0,1.0,2017.0,1.5,4.0,1,1.9726911717329554,1.4586150226995167,2.0,2021,7,9,2018,6,1,2018,8,6,0.0
1261,8,171,975,4.54,1,3,2.0,0,5,779412.0,2.0,2015.0,1.6,6.0,1,2.301584592660462,1.5040773967762742,2.0,2021,6,19,2015,10,1,2015,12,8,0.0
1278,32,139,1109,11.33,3,1,2.0,5,5,779415.0,2.0,2012.0,1.3,6.0,1,1.9572739077056285,0.8064758658669484,2.0,2021,5,22,2012,3,1,2012,5,7,0.0
1281,5,296,1089,2.89,1,1,1.0,0,5,779416.0,2.0,2018.0,1.5,3.0,1,2.8027541365715076,2.0541237336955462,2.0,2021,7,6,2018,1,1,2018,2,12,0.0
1284,18,175,1112,7.88,2,3,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,3.8640924716705958,3.2771447329921766,2.0,2021,7,15,2016,11,1,2016,11,29,1.0
1292,3,426,1118,5.42,2,3,2.0,1,7,779416.0,3.0,2016.0,2.3,3.0,1,3.9314333989479695,3.1354942159291497,2.0,2021,4,20,2015,9,1,2016,8,24,0.0
1315,14,431,1136,2.23,5,1,4.0,0,5,779412.0,2.0,2020.0,1.5,7.0,1,2.673458756332591,2.322387720290225,2.0,2021,7,7,2020,5,1,2020,8,20,0.0
1322,9,111,135,6.1,2,1,1.0,1,5,779413.0,1.0,2018.0,1.5,7.0,1,2.509599262378372,2.1972245773362196,2.0,2021,6,23,2018,1,1,2018,2,2,0.0
1345,2,34,1157,9.43,2,1,2.0,3,7,779415.0,2.0,2012.0,2.7,3.0,1,3.4301087251565754,2.717340248009303,2.0,2021,6,20,2013,6,1,2013,7,22,0.0
1360,12,237,376,6.77,1,1,2.0,0,5,779415.0,2.0,2014.0,1.8,22.0,1,2.8201877010390604,2.234306252240751,2.0,2021,5,18,2015,1,1,2015,1,30,0.0
1363,8,208,1170,4.09,1,1,1.0,0,5,779412.0,2.0,2015.0,1.4,16.0,1,2.8673305587494666,2.2407096892759584,2.0,2021,6,16,2015,6,1,2015,7,17,0.0
1372,9,111,1158,15.29,5,2,1.0,0,5,779413.0,1.0,2014.0,1.5,12.0,1,2.6304489550786583,1.3480731482996928,2.0,2021,7,3,2014,10,1,2015,1,7,0.0
1374,23,198,1178,9.64,2,3,2.0,0,5,779419.0,2.0,2011.0,2.0,3.0,1,2.9439125248241944,1.8718021769015913,2.0,2021,4,16,2012,3,1,2012,4,23,0.0
1381,66,303,1184,4.86,4,1,1.0,1,5,779416.0,2.0,2018.0,2.0,13.0,1,3.76096753050819,2.9652730660692823,2.0,2021,7,27,2017,11,1,2018,3,1,0.0
1386,8,116,142,1.32,1,3,2.0,1,5,779412.0,2.0,2016.0,1.4,16.0,1,2.872999508171694,2.3960754360813845,2.0,2021,3,30,2016,11,1,2016,12,13,0.0
1399,66,312,1195,3.9,1,1,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,3.4137844971676268,2.803360380906535,2.0,2021,7,5,2017,1,1,2017,3,21,0.0
1403,8,101,560,4.8,2,1,2.0,0,5,779412.0,2.0,2013.0,1.8,16.0,1,3.1896529661912973,2.4423470353692043,2.0,2021,6,21,2013,12,1,2014,1,23,0.0
1447,26,72,1235,3.25,3,2,1.0,0,5,779413.0,1.0,2018.0,1.5,16.0,1,2.733067964077498,2.0014800002101243,2.0,2021,7,17,2018,1,1,2018,6,21,0.0
1456,8,208,505,5.74,1,2,1.0,0,5,779412.0,2.0,2016.0,1.4,16.0,1,2.8673305587494666,2.2925347571405443,2.0,2021,6,10,2016,9,1,2017,1,5,0.0
1487,16,23,1263,6.28,4,1,1.0,0,5,779415.0,2.0,2015.0,2.0,3.0,1,2.989714201228428,2.39698576841553,2.0,2021,5,28,2016,4,1,2016,8,11,0.0
1526,13,310,605,4.41,1,1,2.0,0,7,779416.0,2.0,2014.0,2.4,3.0,1,2.9801108926510342,2.1162555148025524,2.0,2021,7,7,2014,10,1,2015,1,20,0.0
1533,2,2,1294,15.0,6,2,2.0,0,5,779415.0,2.0,2012.0,1.8,11.0,1,2.7837759116303458,1.9430489167742813,2.0,2021,5,11,2013,9,1,2013,10,30,0.0
1573,23,270,1320,5.47,5,3,2.0,0,5,779419.0,2.0,2012.0,2.0,3.0,1,2.96424160646262,1.8164520818184267,2.0,2021,7,1,2012,4,1,2012,9,7,0.0
1576,64,250,404,4.82,1,2,1.0,0,5,779413.0,1.0,2016.0,1.5,12.0,1,2.1377104498038118,1.2178757094949273,2.0,2021,5,4,2015,10,1,2015,11,19,0.0
1591,66,303,573,2.29,1,3,1.0,0,5,779416.0,2.0,2018.0,2.0,13.0,1,3.688629422858727,3.2140642678709788,2.0,2021,4,20,2018,8,1,2018,10,10,0.0
1634,16,290,669,5.45,4,1,2.0,1,5,779415.0,2.0,2013.0,2.0,21.0,1,2.7587433154177283,1.916922612182061,2.0,2021,7,18,2014,11,1,2015,2,27,0.0
1797,18,175,1399,11.78,2,1,2.0,1,5,779412.0,2.0,2011.0,2.5,13.0,1,3.911222685257377,2.8213788864092133,2.0,2020,12,11,2011,2,1,2011,3,1,0.0
1798,18,175,1399,14.28,5,15,2.0,0,5,779412.0,2.0,2011.0,2.5,13.0,1,3.911222685257377,2.6878474937846906,2.0,2021,2,8,2011,6,1,2011,7,22,0.0
1802,18,175,1399,14.29,5,15,2.0,0,5,779412.0,2.0,2011.0,2.5,13.0,1,3.911222685257377,2.6376205837042583,2.0,2021,3,13,2011,6,1,2011,7,22,0.0
1818,18,175,1399,14.26,5,15,2.0,1,5,779412.0,2.0,2011.0,2.5,13.0,1,3.911222685257377,2.6741486494265287,2.0,2021,1,23,2011,6,1,2011,7,22,0.0
1834,17,480,1400,7.65,1,19,1.0,0,5,779412.0,2.0,2014.0,1.5,32.0,2,3.090132948975475,1.6094379124341003,2.0,2021,1,9,2015,3,1,2015,5,7,0.0
1885,18,175,1399,14.25,5,15,2.0,0,5,779412.0,2.0,2011.0,2.5,13.0,1,3.911222685257377,2.803360380906535,2.0,2020,12,18,2011,6,1,2012,7,22,0.0
1948,28,410,1431,15.53,2,17,2.0,1,7,779419.0,3.0,2007.0,2.0,17.0,1,2.7650604558189897,1.4586150226995167,2.0,2020,10,17,2009,12,1,2010,2,4,0.0
1953,57,226,1432,7.4,6,17,1.0,0,5,779413.0,1.0,2016.0,1.6,5.0,1,2.301584592660462,1.5810384379124023,2.0,2020,5,9,2016,4,1,2016,8,10,0.0
1959,5,375,869,9.26,6,4,2.0,0,7,779416.0,3.0,2010.0,3.6,3.0,1,3.9871304779149512,2.2491843162669305,2.0,2021,6,13,2010,11,1,2011,7,20,0.0
2237,2,349,1442,3.36,2,14,2.0,1,5,779415.0,2.0,2014.0,1.5,4.0,1,2.3398808777377424,1.7191887763932197,2.0,2021,6,5,2014,4,1,2014,7,1,0.0
2318,45,125,157,3.35,5,3,1.0,1,5,779415.0,3.0,2017.0,2.0,13.0,1,3.5496173867804286,3.367295829986474,2.0,2020,5,7,2018,1,1,2018,6,28,1.0
2326,23,450,1480,20.37,2,34,3.0,3,5,779419.0,2.0,2007.0,1.6,4.0,1,2.3869262414277967,0.8241754429663494,2.0,2020,4,16,2007,11,1,2008,1,11,0.0
2387,5,31,1161,7.87,5,1,2.0,1,7,779416.0,2.0,2014.0,2.4,3.0,1,3.169685580677429,2.424802725718295,2.0,2020,7,4,2016,11,1,2017,1,4,0.0
2397,5,31,1161,7.84,5,1,1.0,3,7,779416.0,2.0,2014.0,2.4,3.0,1,3.169685580677429,2.34660197841082,2.0,2020,8,25,2014,9,1,2016,3,24,0.0
2401,5,31,1161,7.77,5,4,2.0,1,7,779416.0,2.0,2014.0,2.4,3.0,1,3.169685580677429,2.1258479144939915,2.0,2021,7,18,2014,11,1,2015,1,14,0.0
2425,30,227,1491,5.48,3,1,2.0,1,5,779418.0,3.0,2013.0,2.0,3.0,1,3.5635996376871786,2.4300984132930052,2.0,2020,7,27,2012,8,1,2012,11,6,0.0
2492,5,31,1505,14.04,3,1,1.0,1,7,779416.0,2.0,2013.0,2.4,3.0,1,3.086486636822455,2.038619547159581,2.0,2021,6,17,2013,5,1,2013,5,31,0.0
2509,13,507,1497,5.24,5,1,1.0,0,7,779416.0,2.0,2018.0,1.3,3.0,1,2.771963526845863,2.2512917986064953,2.0,2020,12,29,2018,10,1,2019,4,23,0.0
2586,5,67,1512,7.14,7,1,1.0,1,5,779416.0,2.0,2015.0,2.0,3.0,1,3.015044584586364,2.2925347571405443,2.0,2021,4,8,2016,9,1,2016,11,21,0.0
2601,8,185,1520,3.45,2,17,1.0,0,7,779412.0,3.0,2016.0,1.4,23.0,1,3.331489969237335,2.7212954278522306,2.0,2021,3,13,2015,12,1,2016,8,23,0.0
2606,3,261,1515,5.4,9,11,1.0,0,5,779416.0,3.0,2015.0,1.5,3.0,1,3.2180755046974316,2.174751721484161,2.0,2020,12,4,2014,12,1,2015,2,12,0.0
2652,13,318,1542,7.13,5,1,1.0,0,5,779416.0,2.0,2018.0,1.5,3.0,1,3.0440461338325417,2.474856313934499,2.0,2021,1,24,2017,12,1,2018,1,5,0.0
2760,2,2,419,9.79,2,38,3.0,1,5,779412.0,2.0,2007.0,1.8,4.0,1,2.8021475244813256,1.4586150226995167,2.0,2020,3,23,2007,11,1,2007,12,19,0.0
2790,13,58,1565,5.83,3,3,2.0,1,5,779416.0,2.0,2013.0,1.2,6.0,1,1.8991179875485542,0.8241754429663494,2.0,2021,3,28,2013,3,1,2013,5,29,0.0
2830,3,3,1576,2.5,1,17,1.0,0,7,779416.0,2.0,2016.0,2.0,3.0,1,3.3666059368925363,2.7960610784249234,2.0,2021,5,12,2017,4,1,2017,10,13,0.0
2834,54,195,1578,13.8,2,17,2.0,1,7,779415.0,3.0,2010.0,3.0,21.0,1,3.7328963395307104,2.6946271807700692,2.0,2020,8,21,2010,1,1,2010,3,17,0.0
2851,16,534,1580,8.12,5,14,2.0,0,7,779415.0,3.0,2011.0,2.0,21.0,1,2.916689066213538,2.1138429683971687,2.0,2021,4,27,2011,1,1,2012,1,13,0.0
2894,2,134,1588,0.19,1,3,4.0,0,5,779412.0,2.0,2017.0,1.8,25.0,2,2.77757626375082,2.6100697927420065,2.0,2020,9,21,2019,6,1,2019,7,10,0.0
2905,12,92,1593,8.66,2,7,2.0,0,5,779415.0,2.0,2012.0,2.4,22.0,1,3.1346242724206097,2.2925347571405443,2.0,2020,9,3,2012,3,1,2012,12,18,0.0
2909,7,57,1586,7.06,1,1,1.0,0,5,779415.0,2.0,2014.0,2.0,20.0,1,3.090132948975475,2.457877977400081,2.0,2021,4,1,2014,11,1,2015,1,6,0.0
2935,16,538,1595,9.6,1,1,1.0,0,7,779415.0,2.0,2017.0,2.5,21.0,1,3.2573270112424533,2.7212954278522306,2.0,2020,12,15,2015,7,1,2016,12,9,0.0
2982,20,95,1614,0.96,2,28,4.0,0,5,779412.0,2.0,2019.0,2.0,19.0,1,3.774598329516474,3.653252276470785,2.0,2020,9,21,2019,2,1,2020,1,3,1.0
3046,8,8,1616,2.85,5,1,1.0,0,5,779412.0,2.0,2017.0,1.5,9.0,1,2.464703942470481,2.151762203259462,2.0,2020,10,7,2018,7,1,2019,1,7,0.0
3062,8,400,1621,13.24,5,17,2.0,0,5,779412.0,3.0,2011.0,3.0,13.0,1,4.42484663185681,2.970414465569701,2.0,2021,3,12,2011,3,1,2011,9,6,0.0
3089,12,92,1214,9.21,2,17,1.0,0,5,779415.0,2.0,2015.0,2.0,11.0,1,2.9947317732204075,2.5400259490090797,2.0,2021,6,9,2015,4,1,2015,7,9,0.0
3090,12,92,1214,2.6,1,19,1.0,1,5,779415.0,2.0,2015.0,2.0,11.0,1,2.9947317732204075,2.631888840136646,2.0,2020,3,28,2015,10,1,2017,4,27,0.0
3209,16,23,1628,1.88,4,1,2.0,0,5,779415.0,2.0,2017.0,2.5,3.0,1,3.1170645587215158,2.6741486494265287,2.0,2021,2,8,2017,8,1,2017,9,14,0.0
3275,7,86,637,9.26,1,1,2.0,0,5,779415.0,2.0,2011.0,1.6,11.0,1,2.528125768907977,1.7544036826842861,2.0,2021,4,25,2013,4,1,2013,5,27,0.0
3317,26,200,1145,5.21,1,15,1.0,0,5,779413.0,1.0,2015.0,1.5,6.0,1,2.1826747963214883,1.0986122886681098,2.0,2021,6,14,2015,4,1,2015,9,18,0.0
3318,26,200,1145,2.5,1,15,1.0,0,5,779413.0,1.0,2015.0,1.5,6.0,1,2.1826747963214883,1.5040773967762742,2.0,2020,10,8,2016,3,1,2016,5,4,0.0
3331,8,208,1279,9.61,6,14,1.0,0,5,779412.0,2.0,2016.0,1.6,3.0,1,2.740194654428777,2.0794415416798357,2.0,2020,9,2,2016,1,1,2016,1,13,0.0
3332,8,208,1279,6.29,1,1,1.0,0,5,779412.0,2.0,2016.0,1.6,3.0,1,2.740194654428777,2.2617630984737906,2.0,2020,12,2,2016,1,1,2016,6,14,0.0
3480,8,14,253,7.32,5,14,2.0,0,5,779412.0,2.0,2014.0,1.4,16.0,1,2.8780742300857587,1.9459101490553132,2.0,2021,5,29,2013,1,1,2013,10,31,0.0
3520,12,304,1106,1.88,1,1,1.0,0,5,779415.0,2.0,2017.0,2.0,19.0,1,3.525772116243786,3.26880819361641,2.0,2021,3,26,2018,5,1,2018,10,22,1.0
3524,47,436,1676,12.91,2,4,2.0,0,5,779414.0,2.0,2013.0,2.0,3.0,1,3.067587710654419,1.7884205679625405,2.0,2020,8,8,2013,6,1,2013,8,27,0.0
3544,2,82,1683,12.29,2,17,2.0,0,5,779415.0,2.0,2012.0,2.5,3.0,1,3.1346242724206097,2.3608540011180215,2.0,2021,6,25,2011,12,1,2012,10,22,0.0
3569,8,185,1685,8.32,1,1,1.0,0,7,779412.0,3.0,2013.0,1.8,32.0,1,3.3163654461454577,2.6602595372658615,2.0,2020,11,14,2015,3,1,2015,9,25,0.0
3591,20,127,1690,0.34,1,28,4.0,0,5,779412.0,2.0,2020.0,1.5,19.0,1,3.5745903077118086,3.4339872044851463,2.0,2020,10,8,2020,1,1,2020,5,6,1.0
