carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
844,8,292,535,10.46,2,1,2.0,4,5,779412.0,3.0,2012.0,2.0,23.0,1,3.6125382208572137,2.517696472610991,5.0,2021,6,8,2013,6,1,2013,9,25,0.0
904,9,183,817,5.55,1,2,1.0,0,5,779413.0,1.0,2015.0,1.5,3.0,1,2.5400259490090797,1.7613002617433464,5.0,2021,6,5,2015,5,1,2015,7,14,0.0
1195,8,11,1051,9.22,2,3,1.0,0,5,779412.0,2.0,2017.0,1.8,7.0,1,3.1480240838962494,2.7067159780890733,5.0,2021,5,23,2018,1,1,2018,3,1,0.0
1206,7,113,1058,3.49,1,3,1.0,0,5,779415.0,2.0,2018.0,1.6,11.0,1,2.6932749155200555,2.253394848803274,5.0,2021,5,30,2018,7,1,2018,7,30,0.0
1235,2,187,976,8.41,1,2,1.0,0,5,779415.0,2.0,2016.0,2.0,2.0,1,3.0291670496402285,2.70805020110221,5.0,2021,5,31,2018,3,1,2018,5,28,0.0
1269,23,35,127,4.15,1,1,1.0,0,5,779419.0,2.0,2018.0,1.6,16.0,1,2.9439125248241944,2.306577114263583,5.0,2021,5,31,2018,5,1,2018,9,25,0.0
1293,2,427,1119,7.73,1,1,1.0,0,5,779415.0,3.0,2014.0,2.7,4.0,1,3.8308129500026027,3.3843902633457743,5.0,2021,6,29,2014,5,1,2014,6,25,1.0
1379,64,439,1182,5.75,2,1,1.0,0,7,779413.0,1.0,2017.0,2.0,12.0,1,2.7880929087757464,1.9878743481543455,5.0,2021,5,17,2017,9,1,2017,11,3,0.0
1496,8,219,588,2.27,5,3,1.0,1,5,779412.0,2.0,2018.0,1.5,3.0,1,2.7073833121145063,2.281361456542419,5.0,2021,6,18,2018,10,1,2018,11,15,0.0
1511,7,86,1278,4.62,1,3,1.0,0,5,779415.0,2.0,2016.0,1.6,11.0,1,2.587011872725154,2.300583090323373,5.0,2021,5,25,2018,1,1,2018,3,9,0.0
1587,18,136,1329,3.06,6,2,1.0,0,5,779412.0,2.0,2018.0,1.5,3.0,1,3.380314170745731,2.826129489167811,5.0,2021,7,10,2017,6,1,2017,10,13,0.0
2002,8,489,1436,15.12,3,1,2.0,4,4,779412.0,3.0,2011.0,2.0,23.0,1,3.471345141564237,2.379546134130174,5.0,2021,4,30,2012,10,1,2013,6,5,0.0
2200,11,15,1457,14.18,2,1,2.0,1,5,779412.0,2.0,2011.0,2.0,12.0,1,3.657130755799356,2.238579763018133,5.0,2021,1,16,2011,6,1,2011,7,15,0.0
2231,2,349,1442,6.78,4,5,1.0,1,5,779415.0,2.0,2014.0,1.5,4.0,1,2.3398808777377424,1.7544036826842861,5.0,2021,1,30,2014,3,1,2015,8,21,0.0
2236,2,349,1442,3.85,2,19,1.0,0,5,779415.0,2.0,2014.0,1.5,4.0,1,2.3398808777377424,1.7715567619105355,5.0,2021,4,13,2014,3,1,2014,4,16,0.0
2272,5,159,1470,2.2,1,7,4.0,0,5,779412.0,2.0,2019.0,1.3,3.0,1,2.6803363625346943,2.1838015570040787,5.0,2020,7,15,2019,2,1,2019,4,9,0.0
2414,3,434,1490,6.87,1,17,1.0,0,5,779416.0,2.0,2013.0,1.5,6.0,1,2.423031246069913,1.4350845252893227,5.0,2020,11,5,2014,6,1,2014,7,10,0.0
2433,11,506,1495,0.94,2,1,4.0,1,5,779412.0,2.0,2020.0,3.0,31.0,1,4.0444537926086355,4.04305126783455,5.0,2020,11,25,2020,1,1,2020,5,11,2.0
2705,12,71,1558,13.15,3,23,3.0,1,5,779415.0,2.0,2006.0,1.8,22.0,1,2.932792473780117,1.410986973710262,5.0,2021,4,24,2007,2,1,2007,4,5,0.0
2804,16,23,1560,7.12,3,17,1.0,1,5,779415.0,3.0,2014.0,2.5,3.0,1,3.1170645587215158,2.5649493574615367,5.0,2020,4,2,2014,6,1,2015,4,23,0.0
2842,3,434,1152,2.76,3,15,1.0,0,5,779416.0,2.0,2018.0,1.5,9.0,1,2.300583090323373,1.9315214116032138,5.0,2021,5,30,2018,4,1,2019,3,7,0.0
3003,8,39,1619,16.87,3,35,2.0,1,5,779412.0,2.0,2010.0,1.8,3.0,1,3.1937631240531252,1.9712993830601329,5.0,2020,11,5,2010,3,1,2010,5,4,0.0
3369,17,406,1639,1.58,1,19,1.0,0,7,779413.0,1.0,2018.0,2.0,3.0,1,2.771963526845863,2.3869262414277967,5.0,2021,5,27,2018,7,1,2018,9,28,0.0
3379,26,550,1644,5.02,4,19,1.0,0,5,779412.0,2.0,2016.0,1.5,18.0,2,3.2180755046974316,1.9315214116032138,5.0,2020,9,30,2016,5,1,2016,8,8,0.0
3436,26,550,1644,3.45,1,19,1.0,1,5,779413.0,1.0,2016.0,1.5,18.0,2,3.2180755046974316,1.998773638612381,5.0,2021,6,6,2016,6,1,2016,8,4,0.0
3460,11,205,1663,13.98,6,1,2.0,0,5,779412.0,2.0,2015.0,1.4,32.0,1,3.4005304926744517,2.533696813957432,5.0,2020,8,6,2014,7,1,2014,11,21,0.0
3496,17,169,1672,0.42,3,1,1.0,1,7,779412.0,2.0,2019.0,1.5,12.0,1,2.321406847234633,2.1400661634962708,5.0,2020,7,25,2019,4,1,2019,8,14,0.0
3590,6,483,1689,1.85,1,14,1.0,0,5,779412.0,2.0,2018.0,1.5,31.0,1,2.6864860231863696,2.2460147415056513,5.0,2020,11,22,2019,2,1,2019,5,27,0.0
3666,20,118,1691,4.98,2,1,1.0,0,5,779412.0,2.0,2019.0,2.0,19.0,1,3.7607348912143643,3.56953269648137,5.0,2021,4,15,2018,11,1,2019,1,17,1.0
3692,8,14,1693,8.63,5,10,2.0,0,5,779412.0,2.0,2015.0,1.4,16.0,1,2.89480635496403,2.1972245773362196,5.0,2021,2,1,2015,8,1,2015,9,25,0.0
3770,11,186,436,3.43,1,32,2.0,1,5,779412.0,2.0,2016.0,1.4,31.0,1,2.9699015135194693,2.5726122302071057,5.0,2020,8,18,2017,1,1,2017,5,3,0.0
3809,2,2,1715,9.41,5,17,2.0,0,5,779415.0,2.0,2017.0,1.6,6.0,1,2.5478814489493886,1.8991179875485542,5.0,2020,6,25,2014,7,1,2014,9,2,0.0
4504,12,275,1845,8.95,5,19,2.0,0,7,779415.0,2.0,2013.0,2.4,22.0,1,3.2180755046974316,2.4849066497880004,5.0,2020,9,21,2013,3,1,2013,4,15,0.0
4525,2,161,1828,10.99,1,1,1.0,0,7,779415.0,2.0,2016.0,2.7,3.0,1,3.783734985126615,3.6635616461296463,5.0,2020,7,31,2015,11,1,2016,1,8,1.0
4694,18,510,1873,11.97,6,7,2.0,2,5,779412.0,3.0,2009.0,3.0,3.0,1,4.632785353021065,3.004692014925463,5.0,2020,12,1,2010,1,1,2010,4,9,0.0
4765,20,127,1894,5.05,1,19,1.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,3.481240089335692,2.70805020110221,5.0,2020,7,24,2014,4,1,2015,2,2,0.0
4899,7,182,1911,5.52,6,9,1.0,3,5,779415.0,2.0,2015.0,1.5,6.0,1,2.2407096892759584,1.7047480922384253,5.0,2021,3,4,2015,12,1,2016,7,27,0.0
4919,7,113,523,1.05,2,12,1.0,0,5,779412.0,2.0,2019.0,1.6,11.0,1,2.551786178627545,2.1724764076470255,5.0,2020,8,16,2018,10,1,2019,1,2,0.0
5298,8,208,1980,7.81,1,1,2.0,1,5,779412.0,2.0,2012.0,2.0,32.0,1,3.201933104137889,2.4932054526026954,5.0,2020,1,10,2012,6,1,2012,9,25,0.0
5476,4,4,2007,1.44,1,4,1.0,0,4,779411.0,3.0,2014.0,1.2,3.0,1,3.1570004211501135,2.8213788864092133,5.0,2020,5,6,2015,8,1,2018,9,27,0.0
5546,12,99,2013,7.21,1,5,1.0,0,5,779415.0,2.0,2017.0,1.5,11.0,1,2.6932749155200555,2.301584592660462,5.0,2020,7,23,2017,3,1,2017,4,6,0.0
5559,12,99,2013,5.01,1,1,1.0,1,5,779415.0,2.0,2017.0,1.5,11.0,1,2.6932749155200555,2.379546134130174,5.0,2020,7,8,2017,5,1,2017,5,25,0.0
5601,18,243,454,7.7,4,1,2.0,1,7,779412.0,3.0,2013.0,3.0,13.0,1,4.624972813284271,3.2386784521643803,5.0,2021,1,17,2012,3,1,2012,6,26,0.0
5627,8,11,1016,7.04,2,1,2.0,3,5,779412.0,2.0,2014.0,1.8,31.0,1,3.2180755046974316,2.379546134130174,5.0,2020,9,28,2014,4,1,2014,5,16,0.0
6099,7,86,2096,4.73,4,14,1.0,0,5,779415.0,2.0,2014.0,1.6,11.0,1,2.604909442182697,2.0541237336955462,5.0,2020,8,18,2015,10,1,2016,2,4,0.0
6508,18,45,2165,7.1,1,1,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.910021002757473,3.3877743613300146,5.0,2020,10,29,2014,12,1,2015,4,2,1.0
6539,32,139,2174,5.92,6,7,1.0,0,5,779415.0,2.0,2013.0,1.5,6.0,1,2.1138429683971687,1.5432981099295553,5.0,2020,9,5,2015,5,1,2015,9,1,0.0
6540,32,139,2174,3.32,6,4,2.0,0,5,779415.0,2.0,2013.0,1.5,6.0,1,2.1138429683971687,1.6094379124341003,5.0,2020,10,27,2015,2,1,2016,12,21,0.0
6608,17,406,2180,1.67,5,19,4.0,0,7,779413.0,1.0,2019.0,2.0,3.0,1,2.8326249356838407,2.60859812213055,5.0,2021,1,18,2019,12,1,2020,2,26,0.0
6617,36,420,2183,8.36,2,19,1.0,0,7,779413.0,1.0,2015.0,1.5,6.0,1,1.8855533485144158,0.9669838461896731,5.0,2021,5,11,2014,12,1,2015,5,25,0.0
6684,2,187,2193,13.06,6,17,2.0,0,5,779415.0,2.0,2011.0,2.4,4.0,1,3.2180755046974316,2.174751721484161,5.0,2021,1,22,2012,1,1,2012,4,26,0.0
6764,22,662,2206,4.5,1,15,2.0,0,5,779413.0,1.0,2015.0,1.5,1.0,1,2.2793164660546914,1.4973884086254776,5.0,2021,7,26,2015,11,1,2016,1,20,0.0
7292,20,211,2312,11.68,4,17,2.0,1,4,779412.0,3.0,2009.0,3.0,15.0,1,4.39197696552705,2.6390573296152584,5.0,2020,7,29,2010,4,1,2011,1,27,0.0
7333,8,208,2324,2.4,1,28,1.0,1,5,779412.0,2.0,2018.0,1.6,3.0,1,2.6665335208992764,2.330200260027019,5.0,2020,8,6,2018,7,1,2018,10,23,0.0
7358,18,441,2327,9.82,6,17,2.0,4,5,779412.0,2.0,2010.0,3.0,3.0,1,4.051784947803305,2.298577071596507,5.0,2020,8,23,2010,7,1,2010,9,16,0.0
7482,16,690,2355,10.57,2,14,3.0,4,4,779412.0,2.0,2004.0,1.3,12.0,1,3.6888794541139363,2.3978952727983707,5.0,2020,7,27,2007,7,1,2008,4,14,0.0
7592,3,137,2383,7.23,1,43,2.0,0,5,779416.0,2.0,2013.0,1.8,17.0,1,2.5937610547000824,1.5851452198650557,5.0,2020,9,1,2013,6,1,2013,7,12,0.0
7908,23,35,2448,13.15,2,1,2.0,0,5,779419.0,2.0,2009.0,2.7,17.0,1,3.2260500286162013,1.7011051009599243,5.0,2021,6,9,2010,3,1,2010,3,12,0.0
8566,3,137,2548,6.08,1,1,1.0,2,5,779416.0,2.0,2017.0,1.5,3.0,1,2.866761892257031,2.1972245773362196,5.0,2020,9,15,2017,2,1,2017,4,17,0.0
8588,25,80,2559,9.7,5,18,2.0,0,5,779413.0,1.0,2010.0,1.5,4.0,1,2.065596134857783,0.8754687373538999,5.0,2020,9,10,2010,6,1,2010,9,1,0.0
8593,12,99,2561,2.65,1,1,1.0,0,5,779415.0,2.0,2017.0,1.8,11.0,1,2.8495497633759097,2.624668592163159,5.0,2021,1,23,2018,4,1,2018,5,3,0.0
8731,20,127,2574,8.33,5,1,2.0,1,5,779412.0,2.0,2011.0,1.8,15.0,1,3.6838669122903918,2.509599262378372,5.0,2020,9,8,2012,4,1,2012,5,7,0.0
9312,20,127,814,3.09,1,3,1.0,1,5,779412.0,2.0,2018.0,2.0,19.0,1,3.474447843401748,3.2228678461377385,5.0,2021,3,28,2018,3,1,2018,5,23,0.0
9351,20,127,343,6.69,2,1,2.0,1,5,779412.0,2.0,2011.0,1.6,21.0,1,3.459466289786131,2.341805806147327,5.0,2020,5,29,2011,11,1,2011,12,26,0.0
9362,44,124,156,0.01,7,7,1.0,0,5,779412.0,2.0,2018.0,1.4,31.0,1,2.7713379403381286,2.563409711275944,5.0,2020,4,10,2019,5,1,2020,1,15,0.0
9456,16,64,2709,6.37,5,18,1.0,0,5,779415.0,3.0,2015.0,2.5,3.0,1,3.147594622863237,2.6518325211039815,5.0,2021,6,24,2017,6,1,2017,7,14,0.0
9473,7,166,333,11.98,2,1,2.0,1,5,779415.0,2.0,2008.0,2.5,5.0,1,3.1561489949598958,1.9286186519452522,5.0,2021,1,16,2010,4,1,2010,5,14,0.0
9673,66,312,612,3.81,1,3,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,3.3456846717318967,2.8622008809294686,5.0,2021,5,17,2018,8,1,2018,9,19,0.0
9785,11,359,2739,15.16,2,1,2.0,1,5,779412.0,3.0,2013.0,3.0,13.0,1,4.544358046591334,3.420346200500916,5.0,2020,12,4,2013,7,1,2013,11,20,1.0
10334,18,175,2810,11.29,6,17,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,3.3141860046725258,5.0,2020,7,24,2016,8,1,2016,11,16,1.0
10517,18,33,2829,2.23,3,5,1.0,0,5,779412.0,2.0,2018.0,2.0,13.0,1,3.486763269991802,3.258096538021482,5.0,2020,3,17,2018,11,1,2019,1,24,0.0
11185,5,73,2960,2.35,6,1,1.0,1,5,779416.0,2.0,2016.0,2.0,3.0,1,3.331847303527362,2.8094026953624978,5.0,2020,6,23,2016,12,1,2017,2,28,0.0
11470,25,41,3022,7.26,1,15,1.0,0,5,779413.0,1.0,2017.0,1.5,12.0,1,2.3105532626432224,1.8373699804801074,5.0,2021,5,20,2017,2,1,2017,7,3,0.0
11477,45,131,3024,3.94,1,1,1.0,0,5,779415.0,3.0,2015.0,2.5,25.0,2,3.594568774642695,3.3782698770184507,5.0,2021,5,14,2017,2,1,2017,3,29,1.0
11871,8,48,3092,3.4,3,1,1.0,0,5,779412.0,2.0,2019.0,2.0,31.0,1,3.194173212227829,2.9391619220655967,5.0,2020,7,10,2018,10,1,2018,12,25,0.0
11909,8,48,3092,6.53,1,1,1.0,0,5,779412.0,2.0,2019.0,2.0,31.0,1,3.194173212227829,2.9231615807191558,5.0,2020,12,29,2019,3,1,2019,6,14,0.0
12166,36,420,3148,13.0,7,5,1.0,0,5,779413.0,1.0,2013.0,1.5,6.0,1,2.0781907597781832,0.9082585601768908,5.0,2020,11,4,2013,9,1,2013,11,7,0.0
12170,23,450,3150,10.51,2,4,3.0,0,5,779419.0,2.0,2007.0,1.6,4.0,1,2.4832385926873033,0.9082585601768908,5.0,2020,4,11,2007,3,1,2007,6,1,0.0
12248,2,2,3160,4.36,1,1,1.0,1,5,779415.0,2.0,2017.0,1.2,2.0,1,2.6864860231863696,2.3494591368626385,5.0,2020,10,29,2017,3,1,2017,4,15,0.0
12312,62,797,3174,3.87,4,2,1.0,0,5,779413.0,1.0,2017.0,1.4,23.0,1,2.330200260027019,1.7047480922384253,5.0,2021,5,14,2017,9,1,2017,11,14,0.0
12738,25,789,3243,2.19,1,7,1.0,1,5,779413.0,1.0,2015.0,1.4,6.0,1,1.6845453849209058,1.1568811967920856,5.0,2020,9,24,2017,5,1,2017,10,16,0.0
13008,90,717,3296,2.8,3,19,1.0,0,7,779413.0,1.0,2017.0,2.0,3.0,1,2.9947317732204075,2.379546134130174,5.0,2021,5,27,2017,11,1,2018,1,2,0.0
13079,20,495,3311,13.7,5,1,2.0,0,7,779412.0,2.0,2010.0,2.5,21.0,1,3.8022081394209395,2.4423470353692043,5.0,2021,5,11,2010,8,1,2010,9,8,0.0
13097,64,250,3312,7.6,1,4,2.0,0,5,779413.0,1.0,2016.0,1.5,12.0,1,2.1838015570040787,1.3837912309017721,5.0,2021,1,4,2016,4,1,2016,5,5,0.0
13316,12,53,796,12.84,1,1,2.0,0,5,779415.0,2.0,2010.0,2.0,22.0,1,3.0339909856710814,2.0769384114617173,5.0,2020,12,11,2011,1,1,2011,1,28,0.0
13376,20,95,3347,14.22,8,19,2.0,0,5,779412.0,2.0,2011.0,1.8,21.0,1,4.04305126783455,2.6304489550786583,5.0,2021,7,14,2011,2,1,2011,3,29,0.0
13405,17,213,3336,11.4,2,3,2.0,2,5,779413.0,1.0,2009.0,1.5,6.0,1,1.8991179875485542,0.5007752879124893,5.0,2021,4,3,2010,3,1,2010,5,17,0.0
13491,2,2,733,7.84,3,19,1.0,0,5,779415.0,2.0,2017.0,1.8,25.0,2,2.7523860149222616,2.3869262414277967,5.0,2020,10,11,2018,8,1,2018,9,26,0.0
13670,17,592,3395,2.14,4,19,4.0,0,7,779413.0,1.0,2019.0,2.0,23.0,2,3.5507661519843023,2.98970917103469,5.0,2021,5,23,2019,7,1,2020,1,10,0.0
13707,12,53,3411,1.46,2,13,1.0,0,5,779412.0,2.0,2019.0,1.5,11.0,1,3.062455905596899,2.995232148512309,5.0,2020,12,11,2019,3,1,2019,3,15,0.0
13708,12,53,3411,3.08,1,3,1.0,0,5,779412.0,2.0,2019.0,1.5,11.0,1,3.062455905596899,2.928523523860541,5.0,2020,12,22,2019,3,1,2019,4,23,0.0
13898,7,234,3407,7.85,1,14,1.0,0,5,779415.0,2.0,2016.0,1.6,11.0,1,2.6525374911719513,2.0541237336955462,5.0,2021,6,16,2016,10,1,2016,11,21,0.0
14467,11,15,3503,0.85,2,3,1.0,0,5,779412.0,2.0,2018.0,1.8,31.0,1,3.720378121173307,3.4011973816621555,5.0,2020,8,9,2018,6,1,2018,9,29,1.0
14683,2,161,210,6.57,2,14,1.0,0,7,779412.0,2.0,2018.0,3.5,3.0,1,4.189654742026425,3.9512437185814275,5.0,2020,9,8,2018,7,1,2018,8,21,2.0
14796,11,15,674,9.79,2,1,2.0,0,5,779412.0,2.0,2012.0,2.5,2.0,1,3.8766030601968855,2.9947317732204075,5.0,2020,7,21,2012,9,1,2013,2,4,0.0
14812,11,15,674,9.11,2,7,2.0,1,5,779412.0,2.0,2012.0,2.5,2.0,1,3.8766030601968855,3.0301337002713233,5.0,2020,3,27,2013,10,1,2013,11,1,0.0
14825,26,282,3550,7.68,7,17,1.0,0,5,779413.0,1.0,2014.0,1.8,23.0,1,2.637627736805664,1.599387576580599,5.0,2021,7,1,2015,9,1,2016,9,22,0.0
14993,8,16,3562,3.39,6,2,1.0,0,5,779412.0,2.0,2018.0,1.5,3.0,1,2.563409711275944,2.1610215286722587,5.0,2020,3,29,2017,11,1,2018,3,16,0.0
15269,18,175,1102,10.87,6,15,1.0,1,5,779412.0,2.0,2013.0,2.0,13.0,1,3.849296175519841,3.0349529867072724,5.0,2020,3,14,2013,7,1,2013,9,16,0.0
15529,20,127,3653,4.54,1,1,1.0,0,5,779412.0,2.0,2017.0,1.6,15.0,1,3.5139306516493947,3.1354942159291497,5.0,2021,7,8,2016,11,1,2017,2,28,0.0
15632,7,57,3683,3.52,1,1,1.0,1,7,779412.0,2.0,2017.0,2.5,20.0,1,3.201933104137889,2.89591193827178,5.0,2020,7,9,2017,8,1,2017,10,24,0.0
16145,3,133,167,2.32,1,35,1.0,1,5,779412.0,2.0,2017.0,1.5,3.0,1,3.0096351787229825,2.5400259490090797,5.0,2020,11,19,2017,12,1,2018,1,19,0.0
16500,3,276,708,1.19,7,1,1.0,0,4,779412.0,2.0,2017.0,2.3,29.0,1,3.63705970538414,3.5263605246161616,5.0,2020,2,24,2018,7,1,2019,7,8,1.0
16503,12,275,1301,3.46,1,3,1.0,0,7,779415.0,2.0,2017.0,2.4,11.0,1,3.2573270112424533,3.0809921175048145,5.0,2020,6,23,2018,3,1,2018,3,15,0.0
16519,12,275,1301,5.05,1,3,1.0,0,7,779415.0,2.0,2017.0,2.4,11.0,1,3.2573270112424533,3.0587070727153796,5.0,2021,4,14,2017,11,1,2018,1,8,0.0
16677,20,179,3857,1.59,2,1,1.0,1,5,779412.0,2.0,2019.0,3.0,19.0,1,4.621830626881199,4.477336814478207,5.0,2020,4,17,2018,7,1,2018,10,10,2.0
16698,53,335,3866,4.16,1,18,1.0,0,5,779412.0,2.0,2017.0,2.0,12.0,1,2.3960754360813845,1.9286186519452522,5.0,2020,4,4,2017,3,1,2017,9,6,0.0
16772,8,101,716,10.06,2,1,1.0,0,5,779412.0,2.0,2017.0,1.8,31.0,1,3.1982648709640764,2.803360380906535,5.0,2020,6,4,2016,12,1,2017,1,19,0.0
16804,7,166,223,2.77,2,1,1.0,1,5,779415.0,2.0,2016.0,2.0,11.0,1,2.9796028916241073,2.740840023925201,5.0,2020,3,9,2018,1,1,2018,1,29,0.0
17099,54,871,3918,2.16,2,1,2.0,1,5,779412.0,2.0,2008.0,2.0,32.0,1,3.9473901492654373,3.5496173867804286,5.0,2020,11,20,2010,5,1,2010,11,9,1.0
17137,8,101,3925,4.68,5,7,1.0,1,5,779412.0,2.0,2018.0,1.8,31.0,1,3.1982648709640764,2.8836771768885647,5.0,2020,6,20,2017,11,1,2017,12,15,0.0
17546,11,63,3968,4.25,1,3,1.0,0,5,779412.0,2.0,2017.0,2.0,31.0,1,3.571502585960364,3.1346242724206097,5.0,2020,4,3,2017,4,1,2017,8,15,0.0
17780,5,876,4032,0.25,6,3,1.0,0,5,779412.0,2.0,2020.0,1.3,11.0,1,2.922623801733353,2.570319527636131,5.0,2020,8,20,2019,6,1,2019,7,25,0.0
17878,18,175,4062,8.57,2,1,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,4.182965753875629,3.459466289786131,5.0,2021,6,2,2016,9,1,2016,10,10,1.0
18448,12,92,4150,13.01,6,5,1.0,0,5,779415.0,2.0,2015.0,2.4,11.0,1,3.177220149599368,2.6658383522929006,5.0,2020,5,19,2015,8,1,2015,11,9,0.0
18502,8,163,4165,1.1,3,13,1.0,0,7,779412.0,2.0,2018.0,1.4,31.0,1,2.866761892257031,2.6304489550786583,5.0,2020,7,17,2019,1,1,2019,8,20,0.0
18561,48,157,4173,12.06,6,19,2.0,1,5,779414.0,2.0,2014.0,1.6,3.0,1,3.2577118486533987,2.1258479144939915,5.0,2021,1,29,2014,10,1,2015,3,27,0.0
18823,23,793,4223,9.17,1,1,1.0,0,5,779419.0,2.0,2015.0,2.0,3.0,1,2.8724340572094973,2.0769384114617173,5.0,2020,8,20,2014,11,1,2014,12,5,0.0
18831,20,632,4206,5.53,2,19,1.0,0,5,779412.0,3.0,2016.0,3.0,15.0,1,4.545420181582317,3.9852734671677386,5.0,2020,10,4,2015,11,1,2016,3,9,2.0
18839,8,298,4225,7.95,2,1,2.0,1,4,779412.0,3.0,2010.0,2.0,3.0,1,3.166740070447672,1.9740810260220096,5.0,2021,6,17,2010,6,1,2011,2,12,0.0
18905,18,300,4234,8.75,1,1,2.0,1,5,779412.0,3.0,2012.0,1.6,13.0,1,3.3603753871419,2.2617630984737906,5.0,2021,1,13,2012,1,1,2012,6,15,0.0
18993,13,66,4258,12.58,4,1,2.0,2,5,779416.0,2.0,2013.0,1.6,3.0,1,3.1041381473977774,1.8531680973566984,5.0,2020,7,10,2013,3,1,2013,4,27,0.0
19290,38,278,1350,9.84,1,15,1.0,0,5,779421.0,2.0,2017.0,1.6,6.0,1,2.6311691567662523,1.916922612182061,5.0,2020,12,9,2016,2,1,2016,3,18,0.0
19796,5,31,4397,1.4,1,28,4.0,0,7,779412.0,2.0,2018.0,2.0,3.0,1,3.6373229671995344,3.5322256440685598,5.0,2020,8,10,2019,11,1,2020,1,3,1.0
20396,38,85,4509,4.9,1,19,1.0,0,5,779421.0,2.0,2015.0,1.4,9.0,1,2.196112848483529,1.7047480922384253,5.0,2021,1,6,2015,5,1,2015,9,10,0.0
20447,18,175,4497,6.52,1,1,2.0,0,5,779412.0,2.0,2013.0,3.0,13.0,1,4.173771695853422,3.254242968705492,5.0,2021,4,27,2012,2,1,2012,9,7,0.0
20639,4,497,4547,10.19,1,35,2.0,1,4,779411.0,3.0,2011.0,1.6,3.0,1,3.653252276470785,2.5257286443082556,5.0,2020,12,10,2011,12,1,2012,3,14,0.0
20656,28,78,4543,2.86,1,4,1.0,0,5,779419.0,2.0,2017.0,1.6,3.0,1,2.5556757206762075,2.186051276738094,5.0,2020,6,13,2018,2,1,2019,5,29,0.0
21009,8,208,4596,11.37,6,4,2.0,1,5,779412.0,2.0,2014.0,1.4,31.0,1,2.8027541365715076,2.135349173618132,5.0,2020,5,4,2014,8,1,2014,9,11,0.0
21267,109,921,4651,2.48,1,1,1.0,0,5,779412.0,2.0,2018.0,3.0,13.0,1,4.673576218652152,4.394449154672439,5.0,2020,11,25,2017,9,1,2018,11,13,2.0
21525,8,298,4700,5.87,1,1,2.0,0,4,779412.0,3.0,2010.0,1.6,3.0,1,3.052112606990099,1.998773638612381,5.0,2021,1,6,2010,6,1,2010,9,19,0.0
