carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
4074,23,68,450,13.1,4,4,3.0,4,5,779419.0,2.0,2011.0,1.6,6.0,5,2.3960754360813845,1.2178757094949273,6.0,2021,1,19,2012,9,1,2012,10,12,0.0
4196,20,572,1779,1.51,2,19,1.0,0,7,779412.0,2.0,2018.0,2.0,15.0,1,3.560477739309412,3.3870984572826535,6.0,2020,7,4,2018,3,1,2018,4,26,1.0
4380,89,465,1811,5.07,1,1,2.0,1,5,779414.0,3.0,2013.0,2.5,5.0,1,3.3631493140246254,2.2192034840549946,6.0,2020,3,22,2013,1,1,2013,5,13,0.0
4535,34,588,1847,14.87,5,14,3.0,0,5,779413.0,1.0,2010.0,1.8,5.0,1,2.3960754360813845,1.0577902941478545,6.0,2020,7,2,2009,12,1,2010,1,12,0.0
4732,8,83,102,6.61,1,18,1.0,1,5,779412.0,2.0,2018.0,1.8,31.0,1,3.327909585892323,2.9590682891823996,6.0,2020,9,20,2017,12,1,2018,1,29,0.0
4816,97,605,1905,3.07,2,1,2.0,0,2,779417.0,3.0,2010.0,5.2,28.0,1,5.855071922202427,4.787491742782046,6.0,2021,4,19,2011,10,1,2013,5,3,2.0
5195,12,92,863,8.56,6,17,1.0,0,5,779415.0,2.0,2015.0,2.0,11.0,1,2.9433857931817817,2.468099531471619,6.0,2021,5,11,2015,12,1,2016,3,23,0.0
5202,12,92,863,2.13,1,1,1.0,0,5,779415.0,2.0,2015.0,2.0,11.0,1,2.9433857931817817,2.6026896854443837,6.0,2021,1,14,2015,12,1,2016,3,10,0.0
5280,18,243,1984,13.34,1,9,2.0,1,5,779412.0,3.0,2013.0,3.0,13.0,1,4.511957804265912,3.1986731175506815,6.0,2021,1,29,2012,10,1,2013,2,19,0.0
5317,20,118,1987,5.53,5,5,1.0,0,5,779412.0,2.0,2017.0,2.0,19.0,1,3.817712325956905,3.427514689979529,6.0,2021,5,2,2017,3,1,2017,6,9,1.0
5437,88,627,2003,6.7,2,52,3.0,1,5,779413.0,1.0,2011.0,1.5,6.0,1,1.7732559976634952,0.37156355643248307,6.0,2020,4,26,2012,4,1,2012,5,28,0.0
5567,18,33,2015,0.99,6,17,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,3.508256453955563,3.455685566946225,6.0,2020,8,28,2019,11,1,2020,1,20,1.0
5844,8,101,1284,11.03,2,7,2.0,1,5,779412.0,2.0,2012.0,1.8,31.0,1,3.264995760481754,2.263844264677615,6.0,2020,11,12,2012,5,1,2012,10,15,0.0
5943,18,33,654,8.36,5,13,2.0,2,5,779412.0,2.0,2014.0,2.0,13.0,1,3.607669398688393,2.7536607123542622,6.0,2020,5,28,2013,10,1,2013,12,11,0.0
6074,18,33,654,8.54,1,1,1.0,1,5,779412.0,2.0,2014.0,2.0,13.0,1,3.607669398688393,2.8213788864092133,6.0,2021,6,24,2014,7,1,2014,9,4,0.0
6208,45,530,2133,8.91,1,7,1.0,0,5,779415.0,3.0,2014.0,1.8,25.0,2,3.417726683613366,2.7960610784249234,6.0,2021,2,19,2016,8,1,2016,11,3,0.0
6558,33,119,2166,9.03,1,7,2.0,1,5,779414.0,2.0,2013.0,1.6,17.0,1,2.532902848056256,1.5686159179138452,6.0,2020,12,15,2013,7,1,2013,8,28,0.0
6793,25,41,2215,0.65,1,5,1.0,0,5,779412.0,2.0,2018.0,1.5,3.0,1,2.739548868161581,2.302585092994046,6.0,2020,10,23,2018,4,1,2018,5,17,0.0
6939,54,672,2247,11.13,4,9,3.0,0,5,779415.0,2.0,2006.0,1.6,6.0,1,2.2491843162669305,0.5187937934151675,6.0,2021,7,4,2006,6,1,2006,7,24,0.0
7473,22,29,2349,5.19,4,4,1.0,0,5,779412.0,2.0,2018.0,1.5,31.0,1,2.658859956911438,2.217027204632399,6.0,2020,6,16,2018,3,1,2018,4,24,0.0
7478,12,53,2352,0.09,2,5,4.0,0,5,779412.0,2.0,2021.0,1.5,11.0,1,3.2573270112424533,3.169685580677429,6.0,2021,1,19,2020,6,1,2020,7,29,0.0
8600,42,714,2563,15.54,4,3,2.0,1,4,779412.0,3.0,2013.0,3.6,31.0,1,4.798266815950004,3.7837327113632298,6.0,2020,9,3,2012,10,1,2013,4,17,1.0
8742,3,261,440,8.52,1,1,2.0,1,5,779416.0,3.0,2013.0,1.6,3.0,1,3.125882958019036,2.151762203259462,6.0,2020,5,22,2013,12,1,2014,1,23,0.0
8784,30,640,2602,0.89,2,28,4.0,0,7,779412.0,2.0,2019.0,2.0,13.0,1,4.343675543289958,4.056988775678332,6.0,2020,9,4,2019,8,1,2020,1,15,2.0
8892,3,133,2598,10.46,1,15,1.0,0,5,779416.0,2.0,2013.0,1.5,3.0,1,2.9433857931817817,2.191653532286764,6.0,2020,3,18,2014,9,1,2014,11,11,0.0
8922,2,187,2615,2.09,1,1,1.0,0,5,779415.0,2.0,2016.0,2.5,3.0,1,3.2180755046974316,3.0204248861443626,6.0,2020,3,23,2019,1,1,2019,4,28,0.0
9112,8,83,2655,4.87,1,1,1.0,0,5,779412.0,2.0,2015.0,2.0,32.0,1,3.4461707473048864,2.8213788864092133,6.0,2020,8,9,2015,5,1,2015,6,16,0.0
9311,20,127,814,2.27,2,1,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,3.474447843401748,3.2573270112424533,6.0,2021,3,9,2018,3,1,2018,8,7,0.0
9844,3,276,472,4.74,2,1,1.0,1,4,779416.0,3.0,2017.0,2.3,3.0,1,3.7057365711803594,3.2771447329921766,6.0,2020,12,10,2016,10,1,2017,1,13,1.0
10098,12,92,196,2.2,1,1,4.0,0,5,779412.0,2.0,2018.0,1.5,11.0,1,2.9947317732204075,2.9433857931817817,6.0,2020,11,8,2019,11,1,2020,1,3,0.0
10295,18,175,2810,12.1,6,13,2.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,3.202746442938317,6.0,2020,5,25,2015,7,1,2015,10,23,0.0
10554,18,132,2836,14.55,2,14,2.0,1,4,779412.0,3.0,2011.0,3.0,13.0,1,4.66814498514948,3.202746442938317,6.0,2020,12,24,2012,3,1,2012,6,29,0.0
10559,18,132,2836,15.13,5,3,2.0,1,4,779412.0,3.0,2011.0,3.0,13.0,1,4.66814498514948,3.177220149599368,6.0,2020,4,6,2011,5,1,2011,10,21,0.0
10566,18,132,2836,14.89,2,14,2.0,1,4,779412.0,3.0,2011.0,3.0,13.0,1,4.66814498514948,3.164630810015805,6.0,2021,5,14,2012,3,1,2012,6,29,0.0
10775,2,134,2877,4.49,8,1,1.0,1,5,779412.0,2.0,2019.0,1.8,25.0,2,2.7265447837383743,2.5877640352277083,6.0,2020,12,1,2019,7,1,2019,9,9,0.0
10877,8,16,514,3.94,1,14,1.0,0,5,779412.0,2.0,2016.0,1.6,3.0,1,2.6518325211039815,2.1162555148025524,6.0,2020,8,8,2017,6,1,2017,11,27,0.0
11067,5,5,2937,5.94,5,35,1.0,1,5,779416.0,2.0,2013.0,1.5,6.0,1,2.4501426573516603,1.3296975542551008,6.0,2020,11,20,2013,5,1,2013,5,21,0.0
11520,55,686,3029,3.66,3,30,4.0,1,5,779412.0,2.0,2018.0,2.0,2.0,1,3.585738695194423,3.1867657709499673,6.0,2020,10,30,2018,12,1,2019,7,19,0.0
11601,11,15,3051,0.71,2,1,4.0,0,5,779412.0,2.0,2020.0,2.0,7.0,1,3.945070859474346,3.7607348912143643,6.0,2021,6,15,2019,11,1,2020,5,19,1.0
11796,5,90,875,9.34,4,1,1.0,0,5,779416.0,2.0,2016.0,2.0,3.0,1,3.4333418349887226,2.8213788864092133,6.0,2021,3,18,2016,5,1,2016,10,11,0.0
12000,3,137,3122,7.33,1,4,2.0,0,5,779416.0,2.0,2012.0,2.0,32.0,1,2.8898160479624417,1.9572739077056285,6.0,2020,6,15,2014,8,1,2014,10,28,0.0
12163,8,185,3139,6.3,1,7,1.0,0,7,779412.0,3.0,2018.0,2.0,23.0,1,3.3386125064705343,2.9381031607173544,6.0,2021,4,10,2017,12,1,2018,7,31,0.0
12206,8,208,3136,5.04,6,1,1.0,1,5,779412.0,2.0,2017.0,1.4,16.0,1,2.8673305587494666,2.423031246069913,6.0,2021,3,7,2017,8,1,2017,11,21,0.0
12358,90,641,3186,12.97,5,1,1.0,0,7,779413.0,1.0,2016.0,2.0,3.0,1,2.8553201198372458,2.1838015570040787,6.0,2020,12,19,2016,2,1,2016,11,18,0.0
12436,20,160,3191,9.19,1,1,1.0,1,4,779412.0,3.0,2013.0,1.8,15.0,1,3.632309102625542,2.8213788864092133,6.0,2020,8,2,2015,2,1,2015,5,20,0.0
12479,8,108,3202,1.42,1,22,1.0,1,5,779412.0,2.0,2019.0,1.4,32.0,1,3.1432898379116057,2.9381031607173544,6.0,2020,8,27,2019,4,1,2019,5,27,0.0
12594,12,259,432,1.07,1,9,1.0,1,5,779415.0,1.0,2017.0,1.5,11.0,1,2.6864860231863696,2.4423470353692043,6.0,2020,11,27,2018,7,1,2018,9,20,0.0
12753,20,176,3250,9.05,1,12,2.0,1,4,779412.0,3.0,2011.0,1.8,15.0,1,4.139955073474153,2.883682769745368,6.0,2020,9,3,2012,2,1,2012,5,23,0.0
12763,8,219,603,9.08,5,4,2.0,0,5,779412.0,2.0,2011.0,1.6,6.0,1,2.5079719227189963,1.355835153635182,6.0,2020,9,12,2012,9,1,2012,10,15,0.0
12945,20,228,353,2.92,5,4,1.0,1,7,779412.0,2.0,2017.0,2.0,15.0,1,3.901972669574645,3.632309102625542,6.0,2020,5,23,2017,4,1,2017,9,12,1.0
12971,17,480,3294,12.71,1,19,1.0,0,5,779412.0,2.0,2015.0,1.5,32.0,2,3.090132948975475,1.7578579175523736,6.0,2021,1,9,2015,7,1,2015,10,15,0.0
13190,11,186,3327,4.52,1,19,1.0,0,5,779412.0,2.0,2017.0,1.4,16.0,1,3.2128577525426376,2.6946271807700692,6.0,2021,6,6,2017,6,1,2017,9,6,0.0
13243,5,375,3342,4.71,6,1,2.0,0,7,779416.0,3.0,2014.0,3.6,3.0,1,3.949318790171843,3.0243197304059035,6.0,2020,11,7,2014,4,1,2015,1,23,0.0
13455,18,191,3357,0.57,1,14,4.0,0,5,779412.0,2.0,2020.0,2.0,13.0,1,3.905803705614229,3.8497198506631545,6.0,2020,9,2,2020,2,1,2020,7,9,1.0
13516,36,811,3364,8.52,5,9,2.0,1,5,779413.0,1.0,2006.0,1.0,6.0,1,1.5644405465033644,0.33647223662121295,6.0,2021,7,4,2008,8,1,2009,3,23,0.0
13733,20,127,3416,11.89,4,7,2.0,0,5,779412.0,2.0,2010.0,1.8,21.0,1,3.7013019741124933,2.312535423847214,6.0,2020,9,17,2010,12,1,2011,1,27,0.0
13787,16,487,3406,6.28,1,18,1.0,1,5,779415.0,2.0,2017.0,1.5,3.0,1,2.7073833121145063,2.2512917986064953,6.0,2021,1,7,2017,9,1,2017,10,24,0.0
14033,11,831,3448,2.46,5,1,2.0,0,2,779412.0,3.0,2007.0,4.2,28.0,1,5.483966713434666,4.23410650459726,6.0,2020,4,17,2007,10,1,2008,3,19,2.0
14231,8,171,3471,6.4,2,15,2.0,0,5,779412.0,2.0,2013.0,1.6,9.0,1,2.5160822672564502,1.7227665977411035,6.0,2020,4,3,2013,3,1,2013,4,7,0.0
15121,2,427,3602,12.81,9,10,2.0,0,7,779415.0,3.0,2010.0,2.7,4.0,1,3.929862923556477,3.1780538303479458,6.0,2021,2,25,2010,3,1,2010,5,17,0.0
15202,20,95,3599,9.05,1,1,1.0,1,5,779412.0,2.0,2016.0,2.0,19.0,1,3.881151341761059,3.490428515390098,6.0,2020,8,11,2016,8,1,2016,9,22,1.0
15419,18,510,3639,1.43,2,1,4.0,1,4,779412.0,3.0,2019.0,3.0,13.0,1,4.794136285500715,4.564348191467836,6.0,2021,6,11,2019,7,1,2019,10,21,2.0
15920,69,724,3722,9.95,1,4,2.0,0,5,779413.0,1.0,2015.0,1.5,11.0,1,2.196112848483529,1.355835153635182,6.0,2020,7,7,2015,7,1,2015,10,15,0.0
16116,11,238,3729,9.66,2,1,1.0,0,5,779412.0,2.0,2018.0,2.0,13.0,1,3.7697679578472747,3.295836866004329,6.0,2021,1,11,2018,4,1,2018,6,7,1.0
16301,12,53,3766,10.61,2,1,2.0,1,5,779415.0,2.0,2013.0,2.4,22.0,1,3.2180755046974316,2.5649493574615367,6.0,2020,5,1,2013,3,1,2013,5,22,0.0
16486,12,342,3788,0.53,1,5,4.0,0,5,779415.0,2.0,2019.0,1.0,11.0,1,2.5862591440482876,2.300583090323373,6.0,2021,1,13,2020,6,1,2020,6,12,0.0
16535,2,10,3811,10.18,1,14,3.0,1,5,779415.0,2.0,2008.0,1.6,4.0,1,2.4672517145492794,1.355835153635182,6.0,2021,6,8,2008,5,1,2008,11,28,0.0
16839,20,127,3869,6.8,2,1,1.0,1,5,779412.0,2.0,2017.0,2.0,15.0,1,3.4806245152934774,3.1570004211501135,6.0,2021,1,13,2017,1,1,2017,3,6,0.0
17230,8,14,3937,1.9,1,35,4.0,1,5,779412.0,2.0,2019.0,1.2,31.0,1,2.771963526845863,2.4915511925066687,6.0,2020,11,23,2019,7,1,2019,9,26,0.0
17521,5,31,3974,6.78,8,18,1.0,0,7,779416.0,2.0,2017.0,2.0,3.0,1,3.4008639927609177,3.1917101567954314,6.0,2020,6,14,2017,4,1,2017,9,18,0.0
17548,45,873,3963,7.86,2,20,1.0,1,5,779415.0,3.0,2018.0,3.5,36.0,2,4.483002552013883,4.1666652238017265,6.0,2021,7,9,2018,9,1,2018,12,29,2.0
17762,41,106,4010,7.8,1,7,2.0,0,2,779412.0,3.0,2012.0,1.0,1.0,1,2.624668592163159,1.6054298910365616,6.0,2021,5,13,2012,6,1,2012,11,27,0.0
17917,18,33,4064,11.47,1,5,2.0,2,5,779412.0,2.0,2014.0,2.0,13.0,1,3.563882963939251,2.7650604558189897,6.0,2020,7,1,2014,4,1,2014,6,12,0.0
18016,66,256,4069,6.48,5,1,1.0,0,5,779416.0,2.0,2016.0,2.0,3.0,1,3.737431494696102,2.833213344056216,6.0,2021,3,20,2016,6,1,2016,11,24,0.0
18036,9,89,4076,11.23,5,4,3.0,2,5,779413.0,1.0,2010.0,2.5,6.0,3,2.474856313934499,1.091923300517313,6.0,2020,10,6,2010,8,1,2010,9,21,0.0
18269,3,133,1298,7.09,1,4,2.0,0,5,779416.0,2.0,2013.0,1.5,3.0,1,2.9947317732204075,2.2700619012884857,6.0,2020,9,14,2014,7,1,2014,7,14,0.0
18298,3,133,1298,10.44,6,4,2.0,1,5,779416.0,2.0,2013.0,1.5,3.0,1,2.9947317732204075,2.2278615467981093,6.0,2021,1,15,2016,2,1,2016,3,29,0.0
18570,20,459,4179,6.12,2,4,1.0,0,5,779412.0,3.0,2015.0,3.0,15.0,1,4.528289141652134,3.746676552840153,6.0,2020,11,16,2015,2,1,2015,6,9,1.0
18742,23,198,292,3.95,1,17,1.0,0,5,779419.0,2.0,2015.0,1.6,31.0,1,3.019448800171307,2.424802725718295,6.0,2020,1,1,2016,3,1,2016,7,11,0.0
19351,20,127,1015,8.09,5,19,2.0,1,5,779412.0,2.0,2013.0,1.8,15.0,1,3.6838669122903918,2.474856313934499,6.0,2021,6,12,2012,10,1,2013,1,15,0.0
19379,3,137,4304,5.65,6,7,2.0,3,5,779416.0,2.0,2015.0,1.6,32.0,1,2.6864860231863696,2.0149030205422647,6.0,2020,6,24,2015,6,1,2016,1,25,0.0
19451,36,676,4340,11.83,5,9,2.0,1,5,779413.0,1.0,2009.0,1.5,6.0,1,1.9139771019523042,0.6312717768418579,6.0,2021,7,30,2010,5,1,2010,5,12,0.0
20287,13,310,4478,10.6,2,14,2.0,0,5,779416.0,2.0,2014.0,2.4,3.0,1,2.9439125248241944,1.9286186519452522,6.0,2020,1,16,2013,8,1,2013,12,25,0.0
20338,12,21,4486,1.2,1,3,1.0,0,5,779412.0,2.0,2018.0,1.5,11.0,1,2.217027204632399,2.0980179272527715,6.0,2020,8,9,2018,9,1,2018,9,29,0.0
20652,28,78,4543,2.27,1,4,1.0,0,5,779419.0,2.0,2017.0,1.6,3.0,1,2.5556757206762075,2.1377104498038118,6.0,2020,9,13,2017,9,1,2018,2,8,0.0
20751,8,14,4555,7.48,1,7,1.0,2,5,779412.0,2.0,2016.0,2.0,32.0,1,3.130263166511597,2.6518325211039815,6.0,2020,8,11,2016,4,1,2017,3,7,0.0
20755,16,487,4556,1.43,1,19,1.0,0,5,779415.0,2.0,2017.0,2.0,3.0,1,2.771963526845863,2.388762789235098,6.0,2021,5,27,2018,11,1,2018,12,12,0.0
20772,11,238,4559,2.63,1,7,1.0,1,5,779412.0,2.0,2017.0,2.0,13.0,1,3.7125959807312525,3.3456846717318967,6.0,2020,7,9,2018,2,1,2018,3,6,1.0
20804,47,150,197,10.61,5,15,2.0,0,5,779414.0,2.0,2011.0,1.6,17.0,1,2.5556757206762075,1.275362800412609,6.0,2020,6,6,2011,8,1,2011,9,2,0.0
20934,27,220,4573,5.49,1,1,1.0,0,5,779411.0,2.0,2017.0,2.0,19.0,1,3.632309102625542,3.0349529867072724,6.0,2021,5,8,2017,9,1,2017,11,9,0.0
20965,51,173,4600,2.68,1,14,1.0,0,7,779412.0,2.0,2016.0,1.6,6.0,1,2.2700619012884857,1.6253112615903906,6.0,2020,8,8,2017,7,1,2017,12,14,0.0
21066,20,118,4618,9.94,2,7,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,3.9160150266976834,3.520460802488973,6.0,2020,12,21,2017,9,1,2017,12,1,1.0
21620,18,136,4730,10.45,1,14,2.0,0,5,779412.0,2.0,2012.0,2.0,3.0,1,3.493472657771326,2.3869262414277967,6.0,2020,12,24,2012,5,1,2012,6,20,0.0
21972,3,140,973,5.05,1,7,1.0,1,5,779416.0,2.0,2015.0,1.5,3.0,1,2.563409711275944,1.7884205679625405,6.0,2021,4,21,2015,6,1,2015,7,21,0.0
22059,18,33,4803,4.91,7,17,1.0,0,5,779412.0,2.0,2015.0,2.0,13.0,1,3.520460802488973,2.917770732084279,6.0,2021,1,9,2015,5,1,2015,11,5,0.0
22286,12,399,952,2.36,1,19,1.0,0,5,779415.0,2.0,2019.0,2.0,25.0,2,3.0717669598299886,2.8678989020441064,6.0,2021,1,22,2019,5,1,2019,8,21,0.0
22325,8,11,4846,7.19,2,7,2.0,0,5,779412.0,2.0,2011.0,1.8,31.0,1,3.130263166511597,2.2617630984737906,6.0,2020,10,28,2012,10,1,2013,2,21,0.0
22489,25,305,887,2.49,3,23,2.0,0,5,779413.0,1.0,2017.0,1.5,3.0,1,2.4239173781615704,2.0476928433652555,6.0,2020,7,28,2017,9,1,2017,9,18,0.0
22676,76,858,4893,4.84,1,4,1.0,0,7,779413.0,1.0,2018.0,1.5,12.0,1,2.0255131996542803,1.7715567619105355,6.0,2021,4,16,2018,2,1,2018,2,27,0.0
22795,8,219,4911,1.86,4,4,3.0,0,5,779412.0,2.0,2011.0,1.6,3.0,1,2.7459880404426023,1.791759469228055,6.0,2020,5,23,2011,12,1,2012,2,3,0.0
22904,25,699,4929,0.08,2,15,1.0,1,5,779412.0,2.0,2016.0,1.8,3.0,1,2.866761892257031,2.0918640616783932,6.0,2020,2,29,2017,4,1,2017,7,7,0.0
23237,12,71,336,12.25,5,5,3.0,2,5,779415.0,2.0,2006.0,1.8,22.0,1,2.8201877010390604,1.5432981099295553,6.0,2020,5,22,2008,3,1,2008,5,28,0.0
23275,7,113,1227,4.46,2,23,2.0,0,5,779415.0,2.0,2012.0,1.6,6.0,1,2.3960754360813845,1.7884205679625405,6.0,2020,8,12,2016,1,1,2016,2,2,0.0
23838,20,127,763,11.27,5,15,1.0,0,5,779412.0,2.0,2017.0,2.0,15.0,1,3.5940191730899764,3.2108436531709366,6.0,2020,6,19,2017,2,1,2017,3,14,0.0
24374,8,298,5116,6.99,5,17,2.0,0,4,779412.0,3.0,2013.0,1.4,31.0,1,3.1730412885244013,2.414126467726953,6.0,2020,2,1,2013,1,1,2013,4,9,0.0
24496,13,310,5149,7.21,1,20,1.0,0,7,779416.0,2.0,2017.0,2.4,3.0,1,3.09058780456667,2.302585092994046,6.0,2020,9,27,2017,1,1,2017,12,21,0.0
24832,18,175,306,12.84,1,15,1.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.931041011263908,3.292126286607793,6.0,2021,6,21,2016,3,1,2016,5,10,1.0
25017,23,594,5204,7.94,4,5,2.0,2,4,779412.0,2.0,2010.0,2.0,21.0,1,2.7067159780890733,2.217027204632399,6.0,2020,7,18,2011,6,1,2011,9,1,0.0
25104,8,298,5224,6.22,4,7,1.0,0,4,779412.0,3.0,2014.0,1.2,16.0,1,3.044522437723423,2.474856313934499,6.0,2021,3,19,2014,5,1,2014,10,24,0.0
25192,17,843,5246,2.24,4,19,1.0,0,5,779412.0,2.0,2017.0,1.5,32.0,2,3.2422016501716975,2.379546134130174,6.0,2020,8,18,2017,11,1,2018,6,8,0.0
25277,20,572,5260,4.21,2,1,1.0,0,9,779412.0,2.0,2013.0,3.0,21.0,1,3.634951112088381,2.970414465569701,6.0,2020,12,2,2015,12,1,2016,10,17,0.0
25796,33,119,5343,10.46,1,15,2.0,1,5,779414.0,2.0,2017.0,1.6,17.0,1,2.516889695641051,1.4539530095937052,6.0,2021,7,19,2012,11,1,2013,1,29,0.0
26272,5,31,5415,5.01,6,1,1.0,1,7,779416.0,2.0,2017.0,2.5,3.0,1,3.177637076851603,2.9444389791664403,6.0,2020,4,18,2017,6,1,2017,6,22,0.0
26397,20,372,5449,1.66,2,1,1.0,0,5,779412.0,3.0,2019.0,1.6,7.0,1,3.3527071725017215,3.2180755046974316,6.0,2021,1,23,2018,9,1,2019,1,15,0.0
26488,13,978,5465,10.62,7,20,2.0,1,4,779416.0,3.0,2011.0,3.6,3.0,1,3.841171264456195,2.9391619220655967,6.0,2020,10,17,2011,5,1,2013,3,5,0.0
26590,20,255,5474,6.51,1,1,2.0,1,6,779412.0,3.0,2011.0,3.5,15.0,1,4.39197696552705,3.484312288372662,6.0,2020,4,22,2014,1,1,2014,4,18,1.0
26668,8,462,5490,11.31,5,14,3.0,1,5,779412.0,2.0,2006.0,1.6,6.0,1,2.578700529074361,0.5765571829505702,6.0,2021,7,19,2006,8,1,2006,11,29,0.0
26711,66,610,5499,5.72,2,20,1.0,2,5,779416.0,2.0,2017.0,2.0,13.0,1,3.911822985425479,3.269568939183719,6.0,2021,4,11,2017,12,1,2018,1,26,1.0
26770,7,113,1058,3.65,5,4,1.0,0,5,779415.0,2.0,2018.0,1.6,11.0,1,2.6932749155200555,2.2700619012884857,6.0,2021,5,12,2018,3,1,2018,4,17,0.0
