carid,brand,serial,model,mileage,color,cityId,carCode,transferCount,seatings,country,maketype,modelyear,displacement,gearbox,oiltype,newprice,price,trans_category,tradeTime_year,tradeTime_month,tradeTime_day,registerDate_year,registerDate_month,registerDate_day,licenseDate_year,licenseDate_month,licenseDate_day,car_category
774,11,238,717,5.91,6,2,1.0,0,5,779412.0,2.0,2016.0,2.0,13.0,1,3.672241812960913,2.995732273553991,4.0,2021,6,12,2016,2,1,2016,7,5,0.0
825,20,209,758,3.32,1,1,1.0,0,5,779412.0,2.0,2016.0,1.6,7.0,1,3.331489969237335,2.8791984572980396,4.0,2021,7,12,2016,2,1,2016,4,8,0.0
845,77,315,642,0.25,1,2,1.0,0,5,779415.0,2.0,2019.0,1.5,27.0,2,3.1346242724206097,2.256541154492639,4.0,2021,5,11,2019,2,1,2019,9,27,0.0
849,33,212,774,1.84,3,1,4.0,0,5,779414.0,2.0,2019.0,1.6,3.0,1,2.9841656371825254,2.7073833121145063,4.0,2021,7,30,2019,11,1,2020,1,14,0.0
906,44,181,819,3.07,4,1,1.0,0,5,779416.0,3.0,2017.0,3.0,21.0,1,3.849934813114724,3.5263605246161616,4.0,2021,6,25,2017,8,1,2018,3,6,1.0
942,54,195,851,2.7,1,1,1.0,1,7,779415.0,3.0,2018.0,3.8,21.0,1,3.783734985126615,3.597312260588446,4.0,2021,6,20,2018,12,1,2019,12,9,1.0
969,1,253,874,3.97,1,5,1.0,0,5,779413.0,1.0,2017.0,1.5,12.0,1,1.8991179875485542,1.3737155789130306,4.0,2021,7,25,2017,10,1,2017,12,20,0.0
976,27,379,881,5.23,2,1,1.0,2,5,779411.0,3.0,2016.0,3.0,13.0,1,4.707726774313183,4.097672352314776,4.0,2021,7,9,2015,6,1,2016,6,29,2.0
984,1,167,226,5.72,1,2,1.0,0,7,779413.0,1.0,2016.0,1.5,6.0,1,2.0769384114617173,1.6486586255873816,4.0,2021,6,19,2017,4,1,2017,5,27,0.0
998,7,113,895,6.29,5,2,2.0,1,5,779415.0,2.0,2012.0,1.6,4.0,1,2.4832385926873033,1.7191887763932197,4.0,2021,6,26,2013,4,1,2013,7,7,0.0
1059,5,90,944,12.33,5,1,2.0,1,5,779416.0,2.0,2008.0,2.4,3.0,1,3.121483478859551,1.297463147413275,4.0,2021,5,31,2009,7,1,2009,7,15,0.0
1107,5,407,984,11.47,1,3,1.0,0,6,779416.0,2.0,2018.0,1.3,3.0,1,2.872999508171694,2.1447610078004784,4.0,2021,6,30,2017,11,1,2017,12,27,0.0
1137,12,71,86,6.22,1,2,1.0,1,5,779415.0,2.0,2016.0,1.5,11.0,1,2.7073833121145063,2.468099531471619,4.0,2021,7,30,2018,5,1,2018,6,26,0.0
1183,20,179,1042,15.59,2,1,2.0,2,5,779412.0,3.0,2010.0,3.5,15.0,2,4.9890711161804155,3.1484533605716547,4.0,2021,7,5,2009,12,1,2010,4,19,0.0
1204,7,166,1056,8.84,2,5,2.0,0,5,779415.0,2.0,2011.0,2.5,5.0,1,3.1561489949598958,2.066862759472976,4.0,2021,7,13,2012,7,1,2012,9,12,0.0
1213,33,302,1063,12.38,1,1,2.0,0,5,779414.0,2.0,2013.0,2.0,3.0,1,2.9533465570575532,1.8180767775454285,4.0,2021,5,31,2014,1,1,2014,1,22,0.0
1218,17,62,1068,18.24,2,1,2.0,0,7,779413.0,1.0,2015.0,2.0,23.0,1,2.63834278867739,1.5260563034950492,4.0,2021,4,20,2014,12,1,2015,1,13,0.0
1279,28,47,60,8.04,5,3,2.0,0,5,779419.0,2.0,2011.0,1.6,17.0,1,2.5862591440482876,1.308332819650179,4.0,2021,4,18,2011,6,1,2011,9,28,0.0
1366,23,35,1172,12.86,2,1,2.0,0,5,779419.0,2.0,2009.0,2.0,6.0,1,2.8892600290434745,1.3711807233098425,4.0,2021,5,22,2011,10,1,2012,3,1,0.0
1409,87,444,1202,2.28,4,2,1.0,0,5,779413.0,1.0,2017.0,1.3,11.0,1,2.217027204632399,1.5260563034950492,4.0,2021,6,27,2017,10,1,2019,2,1,0.0
1545,8,163,713,5.87,1,1,1.0,0,7,779412.0,2.0,2018.0,1.4,16.0,1,2.9433857931817817,2.647592232065096,4.0,2021,7,26,2018,3,1,2018,4,23,0.0
1565,8,8,1128,8.2,3,1,2.0,1,5,779412.0,2.0,2013.0,1.6,6.0,1,2.382320061012899,1.4350845252893227,4.0,2021,7,4,2013,3,1,2013,5,21,0.0
1567,20,27,1315,7.32,1,3,2.0,0,5,779412.0,3.0,2014.0,2.0,15.0,1,3.708682081410116,2.9652730660692823,4.0,2021,7,5,2014,10,1,2014,11,18,0.0
1658,5,67,1371,2.35,1,1,1.0,0,5,779412.0,2.0,2017.0,1.8,25.0,2,3.2180755046974316,2.6390573296152584,4.0,2020,12,22,2017,9,1,2019,1,2,0.0
1682,1,167,1381,7.63,1,8,1.0,0,7,779413.0,1.0,2016.0,1.5,6.0,1,2.012232791986386,1.7011051009599243,4.0,2020,2,14,2016,8,1,2016,9,26,0.0
1692,25,80,1382,14.92,5,7,2.0,0,5,779413.0,1.0,2009.0,1.5,6.0,1,1.900613874140137,0.6678293725756554,4.0,2020,6,18,2010,2,1,2010,3,18,0.0
1710,25,122,1372,4.81,1,1,1.0,0,5,779413.0,1.0,2014.0,1.4,6.0,1,1.900613874140137,1.3029127521808397,4.0,2020,8,2,2015,3,1,2015,7,10,0.0
1819,18,175,1399,13.09,1,1,2.0,3,5,779412.0,2.0,2011.0,2.5,13.0,1,3.911222685257377,2.8892600290434745,4.0,2021,3,8,2012,2,1,2012,4,1,0.0
1886,2,479,1397,0.83,1,18,4.0,0,5,779415.0,2.0,2020.0,2.0,30.0,1,2.8142103969306005,2.700018029404946,4.0,2021,2,5,2020,6,1,2020,8,17,0.0
1925,2,34,608,22.33,2,19,2.0,0,7,779415.0,2.0,2009.0,3.5,21.0,1,3.6630486940794147,2.6390573296152584,4.0,2020,8,8,2010,1,1,2010,3,24,0.0
1937,52,488,1429,6.88,6,15,1.0,0,5,779413.0,1.0,2016.0,1.5,6.0,1,2.341805806147327,1.536867219599265,4.0,2020,4,6,2016,7,1,2016,8,16,0.0
2225,92,494,1462,8.36,6,3,1.0,0,5,779413.0,1.0,2013.0,2.4,3.0,3,2.837908188360424,2.0149030205422647,4.0,2020,7,26,2015,1,1,2015,2,6,0.0
2244,2,349,1442,6.78,4,5,1.0,1,5,779415.0,2.0,2014.0,1.5,4.0,1,2.3398808777377424,1.7544036826842861,4.0,2021,3,3,2015,7,1,2015,8,21,0.0
2345,4,497,1472,8.4,2,1,1.0,0,5,779411.0,3.0,2014.0,1.6,3.0,1,3.5524868292083815,2.8622008809294686,4.0,2020,8,7,2014,5,1,2014,10,16,0.0
2389,5,31,1161,8.0,3,3,2.0,1,7,779416.0,2.0,2014.0,2.4,3.0,1,3.169685580677429,2.1724764076470255,4.0,2020,10,17,2014,11,1,2014,12,16,0.0
2428,6,483,1492,0.03,2,1,4.0,0,5,779412.0,2.0,2021.0,1.8,7.0,1,2.6864860231863696,2.5877640352277083,4.0,2021,6,10,2021,1,1,2021,1,28,0.0
2448,13,507,1497,2.73,5,1,1.0,0,7,779412.0,2.0,2018.0,1.3,3.0,1,2.771963526845863,2.3960754360813845,4.0,2020,11,25,2018,10,1,2019,7,1,0.0
2618,20,141,1516,13.07,2,7,2.0,0,7,779412.0,3.0,2013.0,4.7,15.0,1,5.080161356744866,3.6888794541139363,4.0,2021,6,24,2013,1,1,2013,8,20,1.0
2838,54,195,1578,14.57,1,1,2.0,2,7,779415.0,3.0,2010.0,3.0,21.0,1,3.7328963395307104,2.719978771967484,4.0,2020,3,11,2009,11,1,2010,1,15,0.0
3042,8,8,1616,2.85,5,1,1.0,0,5,779412.0,2.0,2017.0,1.5,9.0,1,2.464703942470481,2.151762203259462,4.0,2020,8,31,2018,7,1,2019,1,7,0.0
3146,3,133,1611,5.47,1,1,1.0,1,5,779416.0,2.0,2017.0,1.5,3.0,1,3.0096351787229825,2.4423470353692043,4.0,2021,6,14,2017,9,1,2017,11,17,0.0
3787,26,561,1716,2.88,1,15,1.0,0,7,779412.0,2.0,2018.0,2.0,3.0,1,2.96424160646262,2.6282852326333477,4.0,2020,6,21,2018,4,1,2018,5,17,0.0
3840,18,175,719,18.8,5,17,2.0,0,5,779412.0,2.0,2012.0,2.5,13.0,1,3.849296175519841,2.826129489167811,4.0,2021,6,15,2012,3,1,2012,3,30,0.0
3996,20,95,1740,5.89,5,1,1.0,0,5,779412.0,2.0,2016.0,2.0,19.0,1,3.9314333989479695,3.632309102625542,4.0,2021,3,27,2016,9,1,2017,1,6,1.0
4031,16,23,1751,0.13,2,7,4.0,0,5,779412.0,2.0,2020.0,2.5,3.0,1,3.130263166511597,2.98970917103469,4.0,2020,8,13,2019,12,1,2020,5,6,0.0
4130,64,570,1770,16.78,2,35,2.0,0,5,779413.0,1.0,2011.0,1.9,12.0,3,2.474856313934499,0.7884573603642702,4.0,2021,6,1,2012,4,1,2012,5,28,0.0
4305,55,577,1799,7.35,3,1,2.0,0,5,779415.0,3.0,2013.0,3.7,15.0,1,4.4331949212482815,3.367295829986474,4.0,2021,5,10,2012,5,1,2013,1,7,1.0
4308,33,120,1802,2.22,1,4,1.0,0,5,779412.0,2.0,2019.0,1.6,3.0,1,2.770711962226921,2.2700619012884857,4.0,2020,8,15,2018,9,1,2018,10,25,0.0
4318,11,15,903,9.63,2,1,2.0,1,5,779412.0,2.0,2008.0,2.0,20.0,1,3.708682081410116,2.1400661634962708,4.0,2021,6,25,2009,4,1,2009,6,12,0.0
4402,5,354,800,3.85,1,1,1.0,0,5,779416.0,2.0,2018.0,1.3,3.0,1,2.753023566744941,2.2512917986064953,4.0,2020,11,19,2018,7,1,2018,9,5,0.0
4863,5,159,1904,5.2,5,1,2.0,0,5,779416.0,2.0,2010.0,1.6,3.0,1,2.771963526845863,1.6900958154515549,4.0,2020,8,24,2010,12,1,2011,1,31,0.0
4890,2,82,1910,9.04,2,1,1.0,0,5,779415.0,2.0,2012.0,2.5,25.0,2,3.2950958507796098,2.7459880404426023,4.0,2020,9,3,2014,11,1,2015,1,14,0.0
5047,11,186,1945,0.23,1,1,1.0,0,5,779412.0,2.0,2018.0,1.4,31.0,1,2.998229153752578,2.7013612129514133,4.0,2020,7,25,2018,11,1,2019,1,15,0.0
5221,80,620,1979,1.19,3,1,4.0,1,7,779416.0,2.0,2020.0,3.0,29.0,1,4.246779485265856,4.085976312551584,4.0,2021,5,4,2019,9,1,2020,8,18,2.0
5412,3,434,1992,6.51,1,2,1.0,0,5,779416.0,2.0,2013.0,1.5,32.0,1,2.5079719227189963,1.682688374173693,4.0,2020,5,1,2015,7,1,2015,11,12,0.0
5443,8,628,2006,23.3,3,14,2.0,0,5,779412.0,3.0,2011.0,1.4,31.0,1,3.2180755046974316,1.9286186519452522,4.0,2020,9,25,2011,11,1,2012,3,13,0.0
5477,4,4,2007,6.01,9,1,1.0,1,4,779411.0,3.0,2014.0,1.2,3.0,1,3.1570004211501135,2.6864860231863696,4.0,2020,10,19,2015,9,1,2015,11,17,0.0
5545,12,99,2013,7.21,1,5,1.0,0,5,779415.0,2.0,2017.0,1.5,11.0,1,2.6932749155200555,2.301584592660462,4.0,2020,7,5,2017,3,1,2017,4,6,0.0
5991,6,190,562,4.76,1,7,1.0,0,5,779413.0,1.0,2016.0,1.8,3.0,1,2.7650604558189897,2.0769384114617173,4.0,2021,5,25,2016,4,1,2016,4,27,0.0
6013,50,180,2104,6.74,2,1,2.0,1,5,779415.0,3.0,2011.0,2.5,17.0,1,3.331489969237335,2.33214389523559,4.0,2020,10,10,2011,12,1,2012,3,23,0.0
6126,32,193,2110,10.08,1,1,2.0,0,5,779415.0,2.0,2014.0,1.6,20.0,1,2.563409711275944,1.791759469228055,4.0,2020,4,2,2014,7,1,2014,8,21,0.0
6163,3,133,2119,1.06,1,4,4.0,0,5,779412.0,2.0,2018.0,1.5,3.0,1,3.0096351787229825,2.733067964077498,4.0,2020,6,20,2019,12,1,2020,4,20,0.0
6323,7,113,2152,4.22,1,4,1.0,0,5,779415.0,2.0,2016.0,1.6,6.0,1,2.6026896854443837,2.012232791986386,4.0,2020,11,24,2017,1,1,2017,4,5,0.0
6557,33,104,2178,3.67,1,1,1.0,1,5,779414.0,2.0,2015.0,2.0,3.0,1,2.89977188240808,2.1138429683971687,4.0,2021,2,4,2016,3,1,2016,4,26,0.0
6568,33,119,2166,10.37,1,5,2.0,1,5,779414.0,2.0,2013.0,1.6,17.0,1,2.532902848056256,1.4996230464268938,4.0,2021,5,26,2013,9,1,2013,11,22,0.0
6632,20,179,2188,2.06,2,1,4.0,0,5,779412.0,3.0,2019.0,3.0,19.0,1,4.621830626881199,4.5217885770490405,4.0,2021,6,16,2019,4,1,2019,8,13,2.0
6755,8,39,2204,5.6,1,20,1.0,1,5,779412.0,2.0,2016.0,1.8,3.0,1,3.3562000157314196,2.5877640352277083,4.0,2021,5,18,2016,3,1,2016,4,18,0.0
6780,20,176,244,12.76,5,1,2.0,1,4,779412.0,3.0,2009.0,3.0,15.0,1,4.216562194946349,2.4423470353692043,4.0,2020,7,13,2009,10,1,2010,2,5,0.0
6840,12,92,2231,3.7,1,14,1.0,0,5,779415.0,2.0,2018.0,2.0,25.0,2,3.1346242724206097,2.917770732084279,4.0,2021,2,6,2018,10,1,2018,12,6,0.0
6915,8,528,2243,12.24,5,3,2.0,2,5,779412.0,2.0,2007.0,1.8,6.0,1,2.1610215286722587,1.3862943611198906,4.0,2020,11,19,2010,10,1,2010,11,2,0.0
6986,2,34,2256,1.82,1,1,1.0,0,7,779412.0,2.0,2018.0,2.0,3.0,1,3.455685566946225,3.427514689979529,4.0,2020,7,7,2018,5,1,2018,5,21,1.0
7103,71,279,2280,1.14,1,16,1.0,0,5,779412.0,2.0,2019.0,2.0,3.0,1,2.8724340572094973,2.772588722239781,4.0,2020,3,4,2019,9,1,2019,10,12,0.0
7205,11,186,329,4.23,4,2,4.0,0,5,779412.0,2.0,2019.0,1.4,16.0,1,3.0184717605234805,2.6946271807700692,4.0,2021,7,13,2019,8,1,2019,12,16,0.0
7505,33,120,149,3.25,1,14,1.0,0,5,779414.0,2.0,2016.0,1.6,3.0,1,2.843163674909384,2.1838015570040787,4.0,2020,1,16,2016,4,1,2016,6,17,0.0
7506,33,120,149,2.61,1,15,1.0,0,5,779414.0,2.0,2016.0,1.6,3.0,1,2.843163674909384,2.2300144001592104,4.0,2020,3,31,2017,5,1,2017,6,21,0.0
7549,7,57,2367,2.5,1,7,4.0,0,7,779415.0,2.0,2019.0,2.0,20.0,1,3.067122269640664,2.883682769745368,4.0,2021,2,22,2019,12,1,2020,1,9,0.0
7841,20,495,2440,9.09,2,1,1.0,0,7,779412.0,2.0,2013.0,3.0,21.0,1,3.8264651170664994,2.990719731730447,4.0,2021,6,8,2014,12,1,2015,4,14,0.0
7873,5,296,1089,6.45,4,7,1.0,0,5,779416.0,2.0,2018.0,1.5,3.0,1,2.8027541365715076,2.174751721484161,4.0,2021,2,23,2017,9,1,2017,11,20,0.0
7952,11,15,2463,5.72,2,3,1.0,0,5,779412.0,2.0,2016.0,1.8,7.0,1,3.750209709265542,3.288401887516811,4.0,2021,7,7,2017,1,1,2017,3,30,1.0
8097,18,300,2477,7.4,3,3,1.0,1,5,779412.0,3.0,2013.0,1.6,13.0,1,3.3032169733019514,2.423031246069913,4.0,2020,5,7,2013,11,1,2014,11,27,0.0
8216,20,95,2479,8.8,2,2,1.0,0,5,779412.0,2.0,2018.0,2.0,19.0,1,3.9314333989479695,3.6584202466292277,4.0,2021,5,27,2018,1,1,2018,4,17,1.0
8442,45,131,1233,4.2,3,1,1.0,0,5,779415.0,3.0,2015.0,2.0,3.0,1,3.3638415951183864,3.1986731175506815,4.0,2020,4,5,2016,10,1,2016,11,8,0.0
8573,13,18,2550,9.29,4,15,2.0,0,5,779416.0,2.0,2012.0,1.6,6.0,1,2.4756977107026903,1.2178757094949273,4.0,2021,4,17,2011,12,1,2012,1,19,0.0
8727,20,127,2574,14.4,5,1,2.0,1,5,779412.0,2.0,2011.0,1.8,15.0,1,3.6838669122903918,2.379546134130174,4.0,2020,4,1,2011,10,1,2012,2,17,0.0
9144,44,181,2661,18.56,7,1,2.0,0,5,779416.0,3.0,2009.0,3.8,4.0,1,3.9644256842211942,2.969388298214389,4.0,2020,11,15,2009,8,1,2009,12,11,0.0
9180,3,137,2666,5.85,5,4,2.0,0,5,779416.0,2.0,2013.0,1.8,6.0,1,2.3960754360813845,1.3862943611198906,4.0,2020,10,5,2013,12,1,2014,1,15,0.0
9247,80,657,2680,6.51,3,20,1.0,1,5,779416.0,3.0,2014.0,2.0,3.0,1,3.708191765146309,2.8273136219290276,4.0,2020,9,27,2014,9,1,2015,6,4,0.0
9546,44,124,156,1.38,7,14,1.0,0,5,779416.0,2.0,2018.0,1.4,31.0,1,2.7713379403381286,2.3398808777377424,4.0,2021,1,13,2019,5,1,2020,2,24,0.0
9570,8,177,2725,1.87,1,1,1.0,1,5,779412.0,2.0,2018.0,1.4,31.0,1,3.062455905596899,2.745345985845907,4.0,2020,5,3,2018,8,1,2019,6,3,0.0
9667,66,312,612,7.86,4,4,1.0,0,5,779416.0,2.0,2017.0,2.0,13.0,1,3.3456846717318967,2.8791984572980396,4.0,2021,2,8,2017,3,1,2017,5,26,0.0
9783,11,359,2739,6.35,2,1,2.0,1,5,779412.0,3.0,2013.0,3.0,13.0,1,4.544358046591334,3.543853682063679,4.0,2021,6,11,2014,1,1,2014,6,17,1.0
10042,23,198,2781,5.63,1,1,1.0,0,5,779419.0,2.0,2018.0,1.6,31.0,1,2.96424160646262,2.468099531471619,4.0,2020,6,1,2017,9,1,2017,11,1,0.0
10212,27,573,2798,4.24,1,13,1.0,2,5,779411.0,3.0,2016.0,3.0,13.0,1,5.098646171418969,4.4942386252808095,4.0,2020,5,13,2015,10,1,2017,1,23,2.0
10250,18,175,2810,7.56,6,1,1.0,1,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,3.288401887516811,4.0,2020,7,20,2016,3,1,2016,6,20,1.0
10297,18,175,2810,10.61,2,3,2.0,0,5,779412.0,2.0,2014.0,2.0,13.0,1,3.8640924716705958,3.2950958507796098,4.0,2020,9,28,2015,8,1,2015,11,6,1.0
10860,48,269,2895,5.59,1,3,1.0,1,5,779414.0,2.0,2014.0,1.6,3.0,1,3.0440461338325417,2.0769384114617173,4.0,2021,1,4,2014,10,1,2015,4,23,0.0
11027,27,46,2905,10.64,1,4,3.0,0,5,779412.0,2.0,2011.0,3.2,3.0,1,4.2017030805426,2.2925347571405443,4.0,2020,4,23,2010,5,1,2010,7,30,0.0
11240,8,208,2964,7.15,4,1,1.0,0,5,779412.0,2.0,2016.0,2.0,31.0,1,3.218475744846861,2.917770732084279,4.0,2020,11,1,2016,9,1,2017,3,27,0.0
11462,8,400,3019,8.98,2,1,2.0,3,5,779412.0,3.0,2010.0,3.6,3.0,1,4.51085950651685,2.9338568698359038,4.0,2021,1,14,2009,11,1,2010,3,18,0.0
11466,20,255,3007,7.58,2,1,2.0,0,6,779412.0,3.0,2014.0,3.0,15.0,1,4.39197696552705,3.522824869783854,4.0,2020,8,24,2014,4,1,2014,9,3,1.0
11508,55,686,3029,2.32,5,8,4.0,0,5,779412.0,2.0,2018.0,2.0,2.0,1,3.585738695194423,3.2950958507796098,4.0,2020,7,30,2018,12,1,2019,7,29,1.0
11575,55,686,3029,3.7,3,1,4.0,0,5,779415.0,2.0,2018.0,2.0,2.0,1,3.585738695194423,3.2140602485702967,4.0,2021,7,31,2019,10,1,2019,12,18,0.0
11716,12,275,904,14.57,5,1,2.0,0,7,779415.0,2.0,2008.0,2.4,21.0,1,3.2573270112424533,1.9600947840472698,4.0,2021,2,20,2008,2,1,2008,3,20,0.0
11728,54,453,3074,3.41,1,1,1.0,0,7,779412.0,2.0,2019.0,2.4,5.0,1,3.038791763014438,2.7899373605743945,4.0,2020,10,30,2019,3,1,2019,6,18,0.0
11778,72,782,3081,4.53,1,69,2.0,0,7,779413.0,1.0,2015.0,2.4,6.0,1,2.6871669901857858,2.0769384114617173,4.0,2020,3,4,2017,1,1,2017,3,16,0.0
11806,18,653,3085,11.96,3,1,2.0,3,5,779412.0,3.0,2013.0,3.0,13.0,1,4.432006566978902,3.169685580677429,4.0,2020,8,27,2012,8,1,2013,3,18,0.0
11888,8,16,3099,4.93,4,17,1.0,0,5,779412.0,2.0,2014.0,1.6,3.0,1,2.563409711275944,1.8718021769015913,4.0,2020,12,6,2014,10,1,2014,12,11,0.0
12012,22,398,3124,7.72,1,15,1.0,0,5,779413.0,1.0,2015.0,1.5,16.0,1,2.706048198431537,1.7884205679625405,4.0,2021,1,29,2015,11,1,2015,11,20,0.0
12360,90,641,3186,5.93,1,1,1.0,0,7,779413.0,1.0,2016.0,2.0,3.0,1,2.8553201198372458,2.379546134130174,4.0,2020,5,17,2016,5,1,2016,7,21,0.0
12364,90,641,3186,5.48,5,1,1.0,1,7,779413.0,1.0,2016.0,2.0,3.0,1,2.8553201198372458,2.9745086371023644,4.0,2021,3,21,2017,1,1,2017,3,20,0.0
12366,90,641,3186,6.62,2,1,1.0,0,7,779413.0,1.0,2016.0,2.0,3.0,1,2.8553201198372458,2.4159137783010487,4.0,2020,3,20,2017,3,1,2017,8,29,0.0
12504,17,147,448,9.08,1,17,2.0,2,5,779413.0,1.0,2012.0,1.5,6.0,1,2.1150499691472033,1.0986122886681098,4.0,2021,4,15,2013,8,1,2013,9,17,0.0
12559,23,35,3207,9.99,2,3,2.0,1,5,779419.0,2.0,2009.0,2.0,6.0,1,2.866761892257031,1.366091653802371,4.0,2020,4,11,2010,5,1,2010,6,29,0.0
12580,25,639,3222,4.75,1,4,1.0,0,5,779413.0,1.0,2015.0,1.6,6.0,1,2.0906287310704004,1.4060969884160703,4.0,2020,6,24,2015,3,1,2015,8,26,0.0
12607,38,278,3227,3.36,1,1,1.0,0,5,779421.0,2.0,2016.0,1.6,3.0,1,2.7206373166076814,1.998773638612381,4.0,2020,4,27,2015,12,1,2016,4,11,0.0
12696,18,33,3239,6.71,3,1,1.0,2,5,779412.0,2.0,2017.0,2.0,13.0,1,3.5942940116240685,2.9947317732204075,4.0,2021,6,5,2017,5,1,2017,5,26,0.0
12717,18,33,3239,5.23,3,14,1.0,0,5,779412.0,2.0,2017.0,2.0,13.0,1,3.5942940116240685,3.164630810015805,4.0,2020,4,8,2017,6,1,2017,12,28,0.0
13233,27,379,3340,8.11,2,1,1.0,1,5,779411.0,3.0,2014.0,3.0,13.0,1,4.707726774313183,3.970291913552122,4.0,2020,7,13,2015,6,1,2015,9,30,2.0
13262,11,238,3343,10.06,6,1,2.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,3.7787201581137255,2.8124102164264526,4.0,2021,5,16,2013,8,1,2013,9,24,0.0
13307,11,238,3343,7.44,6,5,2.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,3.7787201581137255,2.948635424916259,4.0,2020,8,6,2014,5,1,2014,6,17,0.0
13389,11,238,3343,13.4,1,1,1.0,0,5,779412.0,2.0,2013.0,2.0,13.0,1,3.7787201581137255,2.9338568698359038,4.0,2020,11,22,2013,9,1,2013,10,23,0.0
13489,2,2,733,2.1,1,1,1.0,0,5,779415.0,2.0,2017.0,1.8,25.0,2,2.7523860149222616,2.60859812213055,4.0,2020,9,7,2019,5,1,2019,6,4,0.0
13875,23,68,441,9.55,1,14,2.0,0,5,779419.0,2.0,2011.0,1.6,4.0,1,2.5710843460290524,1.5432981099295553,4.0,2020,9,15,2013,4,1,2013,10,13,0.0
13946,55,229,3428,4.29,1,1,1.0,0,5,779412.0,2.0,2018.0,2.0,15.0,1,3.534562093729579,3.086486636822455,4.0,2020,10,6,2018,5,1,2019,1,11,0.0
14035,20,27,762,4.16,2,1,1.0,0,5,779412.0,2.0,2015.0,2.0,15.0,1,3.708682081410116,3.1570004211501135,4.0,2020,8,7,2015,6,1,2015,6,29,0.0
14038,20,27,762,6.57,2,1,1.0,2,5,779412.0,2.0,2015.0,2.0,15.0,1,3.708682081410116,3.100092288878234,4.0,2020,11,3,2015,7,1,2015,7,30,0.0
