,carid,pushPrice,isTraded,predPrice,isCut,cutNum,cutPrice1,cutPrice2,cutPrice3,dFirstCutTime,dSecondCutTime,dThirdCutTime,dCutTime,dFirstCutPrice,dSecondCutPrice,dThirdCutPrice,dCutPrice,dTruePrice,pTruePrice,pFristCutPrice,pSecondCutPrice,pThirdCutPrice,pCutPrice,pFirstAllTime,pSecondAllTime
24,60829,6.85,1,6.976667548568102,1,1,6.55,6.55,6.55,10.0,0.0,0.0,15,0.2999999999999998,0.0,0.0,0.2999999999999998,-0.12666754856810236,-0.018155881398433518,0.04379562043795618,0.0,0.0,0.04379562043795618,0.6666666666666666,0.0
25,18396,15.8,1,15.269320898822269,0,0,15.8,15.8,15.8,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.5306791011777321,0.03475459745028108,0.0,0.0,0.0,0.0,0.0,0.0
26,16035,5.5,1,5.050520301681824,0,0,5.5,5.5,5.5,0.0,0.0,0.0,57,0.0,0.0,0.0,0.0,0.4494796983181759,0.08899671152069205,0.0,0.0,0.0,0.0,0.0,0.0
27,68448,28.8,1,29.400965520143846,1,2,28.0,27.8,27.8,1.0,8.0,0.0,14,0.8000000000000007,0.1999999999999993,0.0,1.0,-0.6009655201438449,-0.020440332809209885,0.0277777777777778,0.0071428571428571175,0.0,0.034722222222222224,0.07142857142857142,0.5714285714285714
28,10877,7.3,1,7.822584491494256,0,0,7.3,7.3,7.3,0.0,0.0,0.0,42,0.0,0.0,0.0,0.0,-0.5225844914942561,-0.06680458255995557,0.0,0.0,0.0,0.0,0.0,0.0
29,1444,1.95,1,2.016624559793663,1,1,1.24,1.24,1.24,26.0,0.0,0.0,84,0.71,0.0,0.0,0.71,-0.06662455979366322,-0.03303766160642222,0.3641025641025641,0.0,0.0,0.3641025641025641,0.30952380952380953,0.0
30,8221,7.5,1,7.545331145534323,0,0,7.5,7.5,7.5,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,-0.04533114553432327,-0.006007840432709483,0.0,0.0,0.0,0.0,0.0,0.0
31,67382,38.5,1,37.58873704480003,0,0,38.5,38.5,38.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.9112629551999731,0.024242978797449008,0.0,0.0,0.0,0.0,0.0,0.0
32,21509,3.4,1,3.4904719130911017,1,1,2.98,2.98,2.98,46.0,0.0,0.0,54,0.41999999999999993,0.0,0.0,0.41999999999999993,-0.09047191309110181,-0.02591967944270935,0.12352941176470586,0.0,0.0,0.12352941176470586,0.8518518518518519,0.0
33,41019,5.88,1,5.124592353632852,1,1,5.18,5.18,5.18,9.0,0.0,0.0,13,0.7000000000000002,0.0,0.0,0.7000000000000002,0.7554076463671482,0.14740833889580224,0.11904761904761908,0.0,0.0,0.11904761904761908,0.6923076923076923,0.0
34,5878,15.46,1,16.466988539919107,0,0,15.46,15.46,15.46,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,-1.0069885399191065,-0.061151954862783506,0.0,0.0,0.0,0.0,0.0,0.0
35,1306,2.0,1,2.0339542607316132,1,1,1.35,1.35,1.35,6.0,0.0,0.0,7,0.6499999999999999,0.0,0.0,0.6499999999999999,-0.03395426073161323,-0.016693718923354688,0.32499999999999996,0.0,0.0,0.32499999999999996,0.8571428571428571,0.0
36,4031,19.0,1,18.672051948712614,1,1,18.8799,18.8799,18.8799,7.0,0.0,0.0,27,0.12010000000000076,0.0,0.0,0.12010000000000076,0.327948051287386,0.01756357856052329,0.006321052631578988,0.0,0.0,0.006321052631578988,0.25925925925925924,0.0
37,14172,70.6,1,72.16336358015911,1,1,71.6,71.6,71.6,5.0,0.0,0.0,9,-1.0,0.0,0.0,-1.0,-1.5633635801591197,-0.02166422825375281,-0.0141643059490085,0.0,0.0,-0.0141643059490085,0.5555555555555556,0.0
38,29168,42.8,1,40.817388417455824,0,0,42.8,42.8,42.8,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,1.9826115825441732,0.04857272009338785,0.0,0.0,0.0,0.0,0.0,0.0
39,48056,18.9,1,14.872448630943792,0,0,18.9,18.9,18.9,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,4.027551369056207,0.27080620474804906,0.0,0.0,0.0,0.0,0.0,0.0
40,68725,4.98,1,4.975401606898088,1,1,4.88,4.88,4.88,7.0,0.0,0.0,9,0.10000000000000053,0.0,0.0,0.10000000000000053,0.004598393101912457,0.0009242255128786123,0.020080321285140666,0.0,0.0,0.020080321285140666,0.7777777777777778,0.0
41,30611,3.5,1,3.1378878347208614,0,0,3.5,3.5,3.5,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.3621121652791386,0.1153999710481529,0.0,0.0,0.0,0.0,0.0,0.0
42,66239,1.25,1,1.1417846981250492,0,0,1.25,1.25,1.25,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.10821530187495076,0.0947773271551577,0.0,0.0,0.0,0.0,0.0,0.0
43,38791,11.2,1,11.053358543362924,0,0,11.2,11.2,11.2,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.1466414566370755,0.013266687772932828,0.0,0.0,0.0,0.0,0.0,0.0
44,59378,15.0,1,14.285301653384424,0,0,15.0,15.0,15.0,0.0,0.0,0.0,112,0.0,0.0,0.0,0.0,0.7146983466155756,0.0500303293522858,0.0,0.0,0.0,0.0,0.0,0.0
45,48202,25.8,1,25.892103547429933,0,0,25.8,25.8,25.8,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,-0.09210354742993232,-0.003557206051691176,0.0,0.0,0.0,0.0,0.0,0.0
46,44765,7.15,1,6.822107853043408,1,3,6.99,6.88,6.8,5.0,23.0,6.0,38,0.16000000000000014,0.11000000000000032,0.08000000000000007,0.35000000000000053,0.3278921469565921,0.04806317255894983,0.022377622377622395,0.015736766809728228,0.011627906976744196,0.04895104895104902,0.13157894736842105,0.6052631578947368
47,25308,6.3,1,6.8224600095094985,0,0,6.3,6.3,6.3,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,-0.5224600095094987,-0.07657941692311378,0.0,0.0,0.0,0.0,0.0,0.0
48,1366,4.0,1,3.9556638380848135,1,2,3.95,2.94,2.94,11.0,12.0,0.0,23,0.04999999999999982,1.0100000000000002,0.0,1.06,0.04433616191518652,0.011208273435250366,0.012499999999999956,0.2556962025316456,0.0,0.265,0.4782608695652174,0.5217391304347826
49,2302,5.2,1,5.659684520847596,0,0,5.2,5.2,5.2,0.0,0.0,0.0,47,0.0,0.0,0.0,0.0,-0.4596845208475955,-0.08122087355829385,0.0,0.0,0.0,0.0,0.0,0.0
50,26824,8.8,1,9.993129226935126,0,0,8.8,8.8,8.8,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,-1.1931292269351257,-0.11939495625846681,0.0,0.0,0.0,0.0,0.0,0.0
51,17036,6.8,1,8.60657686699508,0,0,6.8,6.8,6.8,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,-1.8065768669950808,-0.20990655110779635,0.0,0.0,0.0,0.0,0.0,0.0
52,47749,3.6,1,3.7872489013530988,0,0,3.6,3.6,3.6,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,-0.18724890135309868,-0.04944193165814871,0.0,0.0,0.0,0.0,0.0,0.0
53,7622,12.8,1,13.352257437449929,0,0,12.8,12.8,12.8,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,-0.5522574374499278,-0.041360604379973694,0.0,0.0,0.0,0.0,0.0,0.0
54,63018,88.6,1,8.196340545817586,1,2,6.98,6.87,6.87,2.0,5.0,0.0,15,81.61999999999999,0.11000000000000032,0.0,81.72999999999999,80.4036594541824,9.809702147528586,0.9212189616252822,0.01575931232091695,0.0,0.9224604966139954,0.13333333333333333,0.3333333333333333
55,666,17.38,1,16.70635773656302,1,1,16.4999,16.4999,16.4999,39.0,0.0,0.0,137,0.8800999999999988,0.0,0.0,0.8800999999999988,0.6736422634369781,0.04032250919436888,0.050638665132335954,0.0,0.0,0.050638665132335954,0.2846715328467153,0.0
56,26456,5.9,1,5.9485899076940205,0,0,5.9,5.9,5.9,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,-0.04858990769402016,-0.008168306850531593,0.0,0.0,0.0,0.0,0.0,0.0
57,53921,14.68,1,15.098950857121427,0,0,14.68,14.68,14.68,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,-0.4189508571214269,-0.02774701772897211,0.0,0.0,0.0,0.0,0.0,0.0
58,46027,11.58,1,11.267168220848394,0,0,11.58,11.58,11.58,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.3128317791516064,0.02776489824415268,0.0,0.0,0.0,0.0,0.0,0.0
59,10541,10.8,1,11.088757136215197,0,0,10.8,10.8,10.8,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.28875713621519594,-0.02604053210545418,0.0,0.0,0.0,0.0,0.0,0.0
60,50002,27.8,1,29.502077480856936,0,0,27.8,27.8,27.8,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,-1.7020774808569357,-0.057693478771498906,0.0,0.0,0.0,0.0,0.0,0.0
61,392,2.4,1,3.4245897940355183,0,0,2.4,2.4,2.4,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,-1.0245897940355184,-0.29918613780255043,0.0,0.0,0.0,0.0,0.0,0.0
62,1282,8.4,1,8.889709074166925,0,0,8.4,8.4,8.4,0.0,0.0,0.0,83,0.0,0.0,0.0,0.0,-0.48970907416692455,-0.05508718790246984,0.0,0.0,0.0,0.0,0.0,0.0
63,12959,7.0,1,7.316912327191758,0,0,7.0,7.0,7.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,-0.31691232719175844,-0.043312303471782866,0.0,0.0,0.0,0.0,0.0,0.0
64,49520,4.28,1,5.349408662738334,1,2,4.18,4.1,4.1,7.0,5.0,0.0,13,0.10000000000000053,0.08000000000000007,0.0,0.1800000000000006,-1.0694086627383337,-0.1999115659619299,0.023364485981308535,0.01913875598086126,0.0,0.04205607476635528,0.5384615384615384,0.38461538461538464
65,7163,13.5,1,12.941495066483107,0,0,13.5,13.5,13.5,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.5585049335168932,0.04315613695695429,0.0,0.0,0.0,0.0,0.0,0.0
66,40238,14.9,1,14.27229554983678,0,0,14.9,14.9,14.9,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.6277044501632201,0.04398062301690484,0.0,0.0,0.0,0.0,0.0,0.0
67,1007,3.5,1,4.013531575676171,0,0,3.5,3.5,3.5,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.5135315756761711,-0.12795005246461902,0.0,0.0,0.0,0.0,0.0,0.0
68,850,13.1,1,13.851166903267172,0,0,13.1,13.1,13.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.7511669032671726,-0.054231308344857905,0.0,0.0,0.0,0.0,1.0,1.0
69,65119,3.98,1,3.9903817094116736,0,0,3.98,3.98,3.98,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,-0.0103817094116736,-0.0026016832893924428,0.0,0.0,0.0,0.0,0.0,0.0
70,9584,18.88,1,18.50346103521478,1,3,18.78,18.5,18.38,5.0,3.0,9.0,17,0.09999999999999787,0.28000000000000114,0.120000000000001,0.5,0.37653896478521887,0.020349650482610275,0.005296610169491412,0.01490947816826417,0.00648648648648654,0.02648305084745763,0.29411764705882354,0.17647058823529413
71,9522,4.38,1,3.8702073424030585,1,1,3.98,3.98,3.98,11.0,0.0,0.0,16,0.3999999999999999,0.0,0.0,0.3999999999999999,0.5097926575969414,0.13172231162178638,0.09132420091324199,0.0,0.0,0.09132420091324199,0.6875,0.0
72,9462,12.5,1,11.535051910263789,1,6,11.8,11.0,10.2,4.0,6.0,8.0,18,0.6999999999999993,0.8000000000000007,0.8000000000000007,2.3000000000000007,0.964948089736211,0.08365355416195472,0.055999999999999946,0.06779661016949158,0.0727272727272728,0.18400000000000005,0.2222222222222222,0.3333333333333333
73,66673,6.38,1,6.546880628384368,0,0,6.38,6.38,6.38,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,-0.16688062838436846,-0.02549009793470926,0.0,0.0,0.0,0.0,0.0,0.0
74,69765,6.88,1,5.797712057577353,1,1,6.38,6.38,6.38,2.0,0.0,0.0,5,0.5,0.0,0.0,0.5,1.0822879424226466,0.18667500760203226,0.07267441860465117,0.0,0.0,0.07267441860465117,0.4,0.0
75,56254,38.88,1,41.76646468675953,0,0,38.88,38.88,38.88,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,-2.886464686759524,-0.06910962439381584,0.0,0.0,0.0,0.0,0.0,0.0
76,7205,13.8,1,14.470263388907306,0,0,13.8,13.8,13.8,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,-0.6702633889073049,-0.046320054507170826,0.0,0.0,0.0,0.0,0.0,0.0
77,46063,9.98,1,10.262593371338324,1,5,9.88,9.5,9.2,1.0,4.0,20.0,51,0.09999999999999964,0.3800000000000008,0.3000000000000007,0.7800000000000011,-0.28259337133832396,-0.02753625337310539,0.010020040080160284,0.03846153846153854,0.03157894736842113,0.0781563126252506,0.0196078431372549,0.0784313725490196
78,37262,16.28,1,16.31337760768328,0,0,16.28,16.28,16.28,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,-0.03337760768327769,-0.0020460267938356,0.0,0.0,0.0,0.0,0.0,0.0
79,477,27.5,1,29.930784956821057,0,0,27.5,27.5,27.5,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,-2.430784956821057,-0.08121353851319876,0.0,0.0,0.0,0.0,0.0,0.0
80,59416,15.28,1,14.476019255822754,1,1,14.58,14.58,14.58,28.0,0.0,0.0,31,0.6999999999999993,0.0,0.0,0.6999999999999993,0.8039807441772453,0.05553880040977816,0.04581151832460729,0.0,0.0,0.04581151832460729,0.9032258064516129,0.0
81,22441,25.0,1,24.500345687120102,0,0,25.0,25.0,25.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.4996543128798976,0.020393765837457844,0.0,0.0,0.0,0.0,0.0,0.0
82,67241,28.8,1,27.328920952060113,1,1,28.6,28.6,28.6,6.0,0.0,0.0,60,0.1999999999999993,0.0,0.0,0.1999999999999993,1.471079047939888,0.053828654651986725,0.00694444444444442,0.0,0.0,0.00694444444444442,0.1,0.0
83,12163,17.88,1,18.576441717549226,0,0,17.88,17.88,17.88,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,-0.6964417175492272,-0.037490587709878606,0.0,0.0,0.0,0.0,0.0,0.0
84,28972,0.99,1,1.6064182580900095,0,0,0.99,0.99,0.99,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,-0.6164182580900095,-0.383722143959516,0.0,0.0,0.0,0.0,0.0,0.0
85,53569,1.88,1,2.205979183866008,1,1,1.68,1.68,1.68,6.0,0.0,0.0,6,0.19999999999999996,0.0,0.0,0.19999999999999996,-0.325979183866008,-0.1477707433733464,0.10638297872340424,0.0,0.0,0.10638297872340424,1.0,0.0
86,14509,4.8,1,5.110705165549257,0,0,4.8,4.8,4.8,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.3107051655492574,-0.06079496967340031,0.0,0.0,0.0,0.0,0.0,0.0
87,40400,23.8,1,23.616709971904438,1,1,23.5,23.5,23.5,2.0,0.0,0.0,13,0.3000000000000007,0.0,0.0,0.3000000000000007,0.18329002809556272,0.007761031418585114,0.012605042016806753,0.0,0.0,0.012605042016806753,0.15384615384615385,0.0
88,71705,17.9,1,17.31227572891086,1,1,17.3799,17.3799,17.3799,4.0,0.0,0.0,36,0.5200999999999993,0.0,0.0,0.5200999999999993,0.5877242710891402,0.03394841211474367,0.029055865921787674,0.0,0.0,0.029055865921787674,0.1111111111111111,0.0
89,48851,17.0,1,13.668252762208189,1,1,15.8,15.8,15.8,17.0,0.0,0.0,23,1.1999999999999993,0.0,0.0,1.1999999999999993,3.331747237791811,0.2437580937194746,0.0705882352941176,0.0,0.0,0.0705882352941176,0.7391304347826086,0.0
90,20043,11.6,1,11.225647810978481,0,0,11.6,11.6,11.6,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.37435218902151846,0.033347936379707975,0.0,0.0,0.0,0.0,0.0,0.0
91,62948,40.0,1,35.18807224777602,0,0,40.0,40.0,40.0,0.0,0.0,0.0,33,0.0,0.0,0.0,0.0,4.81192775222398,0.13674883120453143,0.0,0.0,0.0,0.0,0.0,0.0
92,47232,3.4,1,4.015711401894894,0,0,3.4,3.4,3.4,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.6157114018948939,-0.153325610402271,0.0,0.0,0.0,0.0,0.0,0.0
93,69567,17.6,1,15.906294475963772,1,1,15.88,15.88,15.88,11.0,0.0,0.0,71,1.7200000000000006,0.0,0.0,1.7200000000000006,1.693705524036229,0.1064802067254326,0.09772727272727276,0.0,0.0,0.09772727272727276,0.15492957746478872,0.0
94,70528,6.98,1,6.150380956015875,1,2,6.18,5.82,5.82,10.0,8.0,0.0,25,0.8000000000000007,0.35999999999999943,0.0,1.1600000000000001,0.8296190439841258,0.1348890499494426,0.1146131805157594,0.05825242718446593,0.0,0.166189111747851,0.4,0.32
95,24422,19.5,1,20.517244269249023,0,0,19.5,19.5,19.5,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,-1.017244269249023,-0.04957996580338302,0.0,0.0,0.0,0.0,0.0,0.0
96,18114,9.8,1,10.991456343586224,0,0,9.8,9.8,9.8,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,-1.191456343586223,-0.10839840566545726,0.0,0.0,0.0,0.0,0.0,0.0
97,55340,14.38,1,13.49069704591649,0,0,14.38,14.38,14.38,0.0,0.0,0.0,88,0.0,0.0,0.0,0.0,0.8893029540835116,0.06591971868145208,0.0,0.0,0.0,0.0,0.0,0.0
98,26517,28.7,1,28.59139838293561,1,1,28.8,28.8,28.8,4.0,0.0,0.0,11,-0.10000000000000142,0.0,0.0,-0.10000000000000142,0.10860161706439087,0.003798401729423919,-0.0034843205574913386,0.0,0.0,-0.0034843205574913386,0.36363636363636365,0.0
99,11439,6.88,1,6.964833634135487,1,1,6.6,6.6,6.6,2.0,0.0,0.0,9,0.28000000000000025,0.0,0.0,0.28000000000000025,-0.08483363413548695,-0.012180281481485374,0.04069767441860469,0.0,0.0,0.04069767441860469,0.2222222222222222,0.0
100,10354,22.88,1,21.19886467107841,1,3,22.3799,21.8,22.0,1.0,2.0,6.0,12,0.5000999999999998,0.5798999999999985,-0.1999999999999993,1.0799999999999983,1.681135328921588,0.07930308320780778,0.021857517482517474,0.025911643930491134,-0.009174311926605472,0.04720279720279713,0.08333333333333333,0.16666666666666666
101,937,15.3,1,16.88245451693692,0,0,15.3,15.3,15.3,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,-1.5824545169369202,-0.09373367571340768,0.0,0.0,0.0,0.0,0.0,0.0
102,41591,9.6,1,10.411574271291721,0,0,9.6,9.6,9.6,0.0,0.0,0.0,104,0.0,0.0,0.0,0.0,-0.8115742712917218,-0.07794923708410842,0.0,0.0,0.0,0.0,0.0,0.0
103,20797,2.1,1,2.5043695185383474,0,0,2.1,2.1,2.1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,-0.40436951853834735,-0.1614655966481951,0.0,0.0,0.0,0.0,0.0,0.0
104,66971,26.98,1,27.128351923690456,0,0,26.98,26.98,26.98,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,-0.14835192369045558,-0.0054685195808339485,0.0,0.0,0.0,0.0,0.0,0.0
105,53877,8.5,1,9.01262530443636,0,0,8.5,8.5,8.5,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,-0.5126253044363605,-0.05687857723143406,0.0,0.0,0.0,0.0,0.0,0.0
106,24621,5.68,1,6.845719621258055,0,0,5.68,5.68,5.68,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,-1.165719621258055,-0.17028445302348327,0.0,0.0,0.0,0.0,0.0,0.0
107,24081,8.5,1,8.847835505725493,0,0,8.5,8.5,8.5,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,-0.3478355057254934,-0.03931306199130925,0.0,0.0,0.0,0.0,0.0,0.0
108,65870,22.5799,1,21.972917035839668,1,1,21.0,21.0,21.0,6.0,0.0,0.0,13,1.5798999999999985,0.0,0.0,1.5798999999999985,0.6069829641603306,0.027624141263096317,0.06996930898719651,0.0,0.0,0.06996930898719651,0.46153846153846156,0.0
109,63270,1.28,1,1.804536752245535,0,0,1.28,1.28,1.28,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,-0.5245367522455349,-0.29067668009133657,0.0,0.0,0.0,0.0,0.0,0.0
110,58874,4.8,1,5.175430512248336,0,0,4.8,4.8,4.8,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,-0.3754305122483359,-0.07254092415304009,0.0,0.0,0.0,0.0,0.0,0.0
111,49686,9.98,1,10.018555520179548,1,4,9.6,9.58,8.9799,4.0,1.0,6.0,21,0.3800000000000008,0.019999999999999574,0.6000999999999994,1.0000999999999998,-0.038555520179548,-0.0038484110909889954,0.0380761523046093,0.002083333333333289,0.06264091858037572,0.10021042084168334,0.19047619047619047,0.047619047619047616
112,50456,2.4,1,1.9511965464281054,0,0,2.4,2.4,2.4,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.44880345357189455,0.23001447721577922,0.0,0.0,0.0,0.0,0.0,0.0
113,21627,9.8,1,10.002027545312085,0,0,9.8,9.8,9.8,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,-0.20202754531208456,-0.020198659161539116,0.0,0.0,0.0,0.0,0.0,0.0
